iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AND,Asia,Andorra,2020-03-06,663,171,197.429,579.0,1.0,0.429,848.03,0.0,36.734,36.22,0.091,5.609,1.12,,,,,,,,,,,,,,,,,,,,,,,38.89,2877800,17.348,38.0,13.188,1.337,13913.839,1.1,597.029,10.08,7.1,30.4,,1.9,78.57,0.785
DZA,Asia,Afghanistan,2021-01-19,50214,146,696.571,767.0,27.0,0.0,395.612,0.103,103.849,,3.475,0.0,0.97,,,,,,,,,,,,,,,,,,,,,,,89.81,43851043,17.348,38.0,13.188,3.857,13913.839,0.5,278.364,10.08,,51.2,,1.9,78.57,0.785
AND,Africa,Afghanistan,2020-02-25,15,2,126.429,1096.0,5.0,10.286,1009.47,4.865,4.268,34.868,0.16,0.05,0.88,,,,,,,,,,,,,,,,,,,,,,,62.96,43851043,17.348,18.6,6.211,1.337,13913.839,0.5,304.195,6.73,,,83.741,0.5,64.83,0.785
ALB,Asia,Andorra,2020-02-28,50214,585,257.571,2631.0,9.0,9.143,2351.757,137.605,2.035,17.519,0.205,0.048,1.02,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,54.422,29.1,13.188,1.337,13913.839,1.1,278.364,6.73,7.1,51.2,,0.5,78.57,0.498
AFG,Asia,Afghanistan,2020-11-24,18858,2,70.143,1402.0,7.0,9.286,2295.156,17.374,7.198,281.465,0.525,1.936,0.89,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341,104.871,29.1,6.211,1.337,11803.431,,597.029,10.08,29.0,51.2,,1.9,78.57,0.498
AND,Asia,Andorra,2020-08-31,20634,542,138.0,1620.0,32.0,8.571,14073.598,132.393,0.052,0.091,0.026,0.176,0.99,,,,,,,,,,,,,,,,,,,,,,,59.26,38928341,17.348,18.6,2.581,3.857,13913.839,1.1,304.195,9.59,0.7,30.4,,1.9,78.57,0.498
DZA,Africa,Afghanistan,2020-07-20,1838,238,653.857,388.0,7.0,0.0,0.023,10.444,2.437,35.064,0.228,0.018,1.16,,,,,,,,,,,,,,,,,,,,,,,85.19,2877800,17.348,29.1,6.211,8.643,11803.431,0.5,597.029,9.59,,30.4,83.741,1.9,76.88,0.754
DZA,Europe,Albania,2020-12-06,32012,503,560.0,17.0,5.0,0.286,504.756,0.026,0.743,46.704,0.103,0.55,1.22,,,,,,,,,,,,,,,,,,,,,,,57.41,38928341,54.422,18.6,13.188,1.337,11803.431,0.5,597.029,6.73,0.7,30.4,37.746,1.9,78.57,0.785
AFG,Europe,Algeria,2020-03-12,7380,14,137.714,2843.0,14.0,14.429,778.887,174.091,4.17,10.772,0.0,0.257,1.13,,,,,,,,,,,,,,,,,,,,,,,89.81,38928341,104.871,18.6,13.188,8.643,13913.839,0.5,597.029,10.08,29.0,51.2,37.746,1.9,76.88,0.785
ALB,Europe,Andorra,2020-08-19,1,68,41.429,2.0,0.0,12.143,13267.774,2.78,4.105,285.635,0.091,0.248,1.28,,,,,,,,,,,,,,,,,,,,,,,60.19,38928341,104.871,38.0,2.581,3.857,13913.839,,597.029,10.08,7.1,51.2,83.741,0.5,76.88,0.754
AND,Asia,Afghanistan,2020-06-01,12787,240,303.0,2516.0,16.0,6.571,2875.46,40.656,6.307,0.771,0.114,0.05,1.27,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,54.422,18.6,6.211,8.643,1803.987,,278.364,9.59,0.7,,,0.5,64.83,0.754
AND,Asia,Afghanistan,2020-04-22,54317,89,300.286,367.0,12.0,0.0,1209.196,1.026,20.105,16.693,0.051,0.3,1.22,,,,,,,,,,,,,,,,,,,,,,,,38928341,17.348,38.0,6.211,1.337,13913.839,0.5,597.029,6.73,0.7,37.8,83.741,1.9,64.83,0.498
AND,Europe,Andorra,2020-04-29,104,9,544.857,1711.0,10.0,2.571,1371.751,1.105,7.991,,0.103,0.149,0.8,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,104.871,38.0,13.188,1.337,11803.431,,278.364,6.73,0.7,30.4,,2.89,64.83,0.785
ALB,Europe,Afghanistan,2020-07-02,49194,60,27.286,148.0,2.0,16.286,426.717,4.242,3.425,92.432,0.077,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,,89.81,43851043,104.871,18.6,2.581,1.337,1803.987,0.5,278.364,10.08,0.7,30.4,83.741,2.89,76.88,0.498
DZA,Asia,Afghanistan,2021-01-04,52658,642,7.857,,,2.0,19.112,4.17,3.453,7.662,0.502,1.34,0.75,,,,,,,,,,,,,,,,,,,,,,,16.67,38928341,17.348,38.0,2.581,8.643,1803.987,1.1,597.029,9.59,7.1,30.4,83.741,2.89,78.57,0.785
DZA,Asia,Albania,2020-11-22,3,147,20.0,20.0,12.0,5.0,176.233,2.697,8.838,38.096,0.0,1.539,,,,,,,,,,,,,,,,,,,,,,,,74.07,38928341,17.348,29.1,13.188,1.337,11803.431,,597.029,9.59,7.1,51.2,83.741,,64.83,0.785
DZA,Asia,Albania,2020-03-20,45600,4,123.143,1516.0,4.0,1.429,14351.936,2.645,0.912,445.132,0.365,0.095,1.09,,,,,,,,,,,,,,,,,,,,,,,68.52,2877800,17.348,38.0,2.581,3.857,11803.431,1.1,304.195,10.08,0.7,,,1.9,76.88,0.498
DZA,Asia,Andorra,2020-06-20,2269,119,40.143,1252.0,14.0,11.857,2345.668,23.282,1.837,16.51,0.411,0.092,0.76,,,,,,,,,,,,,,,,,,,,,,,41.67,43851043,17.348,38.0,6.211,8.643,13913.839,0.5,278.364,10.08,0.7,51.2,37.746,0.5,76.88,0.785
DZA,Asia,Afghanistan,2020-04-02,10001,11,,178.0,8.0,1.857,181.693,3.193,2.593,62.849,0.154,0.745,0.93,,,,,,,,,,,,,,,,,,,,,,,65.74,2877800,104.871,29.1,6.211,3.857,1803.987,,278.364,9.59,7.1,,37.746,0.5,78.57,0.785
ALB,Africa,Albania,2020-11-17,3571,284,10.429,2393.0,5.0,0.0,685.951,1.952,4.193,56.555,0.16,0.235,,,,,,,,,,,,,,,,,,,,,,,,76.85,2877800,104.871,38.0,13.188,1.337,1803.987,0.5,304.195,6.73,7.1,51.2,83.741,1.9,64.83,0.498
ALB,Asia,Andorra,2020-10-20,51526,197,112.0,407.0,0.0,2.857,3259.434,14.0,241.454,38.378,0.182,0.04,1.13,,,,,,,,,,,,,,,,,,,,,,,89.81,2877800,104.871,38.0,6.211,1.337,11803.431,1.1,597.029,6.73,,51.2,37.746,1.9,78.57,0.754
AND,Asia,Albania,2020-04-02,38520,121,156.857,741.0,4.0,6.857,1357.482,8.939,145.746,50.038,1.042,0.062,1.12,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,17.348,18.6,13.188,8.643,1803.987,,304.195,10.08,7.1,,83.741,1.9,76.88,0.785
AND,Asia,Andorra,2020-04-27,1788,40,,2093.0,9.0,2.0,9278.268,2.085,21.319,60.797,0.205,0.235,1.15,,,,,,,,,,,,,,,,,,,,,,,60.19,43851043,17.348,29.1,2.581,8.643,13913.839,,597.029,9.59,0.7,51.2,37.746,2.89,64.83,0.498
ALB,Europe,Algeria,2020-09-29,38494,4,102.286,673.0,7.0,10.571,0.026,1.182,36.288,16.332,0.36,4.219,1.25,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341,54.422,18.6,13.188,1.337,13913.839,,278.364,9.59,0.7,,83.741,1.9,78.57,0.754
ALB,Asia,Albania,2020-06-03,48053,25,,1310.0,5.0,14.286,2319.828,5.838,13.95,57.627,0.182,0.099,0.77,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,54.422,18.6,2.581,1.337,1803.987,0.5,278.364,9.59,,,,2.89,78.57,0.785
ALB,Asia,Afghanistan,2020-06-16,37885,53,154.429,69.0,7.0,0.0,757.058,11.288,3.225,7.992,0.0,0.055,1.01,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,54.422,29.1,6.211,3.857,1803.987,0.5,278.364,9.59,0.7,51.2,,0.5,76.88,0.754
ALB,Africa,Albania,2020-10-28,511,182,10.857,1066.0,2.0,0.857,11.467,4.675,37.529,343.665,1.39,4.12,1.44,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,104.871,18.6,6.211,1.337,13913.839,,304.195,9.59,7.1,,37.746,2.89,64.83,0.754
ALB,Europe,Afghanistan,2020-06-07,25801,4,357.286,,0.0,7.429,1165.834,1.67,0.639,155.674,0.57,0.558,0.89,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,17.348,29.1,2.581,3.857,13913.839,,304.195,9.59,7.1,30.4,37.746,0.5,78.57,0.498
AND,Asia,Albania,2020-09-27,880,65,601.571,465.0,9.0,4.286,144.882,104.941,4.284,10.467,0.347,0.393,0.85,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,17.348,29.1,13.188,8.643,,0.5,278.364,9.59,0.7,51.2,,1.9,64.83,0.785
AND,Europe,Albania,2020-10-17,93065,306,293.714,2527.0,10.0,4.429,181.693,10.65,2.084,1.747,0.205,0.091,1.07,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341,104.871,38.0,13.188,3.857,13913.839,0.5,597.029,10.08,7.1,30.4,37.746,2.89,76.88,0.785
AND,Europe,Andorra,2020-04-15,39186,580,610.429,1768.0,8.0,5.714,196.618,0.026,32.912,7.992,0.695,0.0,1.38,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,54.422,18.6,13.188,3.857,11803.431,,304.195,6.73,0.7,51.2,83.741,0.5,64.83,0.754
DZA,Asia,Andorra,2020-12-06,5519,66,115.143,527.0,10.0,4.714,303.009,6.203,7.397,42.797,0.077,0.199,0.9,,,,,,,,,,,,,,,,,,,,,,,31.48,2877800,17.348,29.1,6.211,3.857,11803.431,,597.029,10.08,7.1,51.2,37.746,0.5,64.83,0.754
AND,Europe,Albania,2020-10-29,19195,10,2.286,17.0,12.0,1.143,20.165,6.242,16.09,50.717,0.182,1.39,0.76,,,,,,,,,,,,,,,,,,,,,,,9.26,43851043,104.871,18.6,2.581,3.857,11803.431,1.1,304.195,10.08,,51.2,83.741,0.5,76.88,0.785
DZA,Asia,Andorra,2020-05-05,39870,295,311.143,821.0,4.0,8.286,21903.19,40.656,4.807,0.205,0.296,0.081,0.73,,,,,,,,,,,,,,,,,,,,,,,87.96,43851043,17.348,29.1,6.211,1.337,1803.987,1.1,304.195,6.73,7.1,30.4,83.741,1.9,78.57,0.754
ALB,Asia,Albania,2020-10-08,103833,64,,939.0,21.0,5.0,1773.925,1.688,6.936,60.085,0.0,0.176,0.94,,,,,,,,,,,,,,,,,,,,,,,74.07,43851043,54.422,38.0,13.188,8.643,13913.839,0.5,278.364,9.59,7.1,30.4,,1.9,78.57,0.754
ALB,Asia,Afghanistan,2020-04-15,45384,120,26.286,753.0,17.0,11.857,0.026,16.851,1.475,52.313,0.026,0.231,1.23,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,104.871,29.1,2.581,8.643,13913.839,0.5,304.195,10.08,,,,2.89,78.57,0.785
ALB,Asia,Andorra,2020-04-15,34984,327,102.143,1455.0,13.0,3.714,1293.151,6.242,1.894,47.883,0.0,0.084,1.0,,,,,,,,,,,,,,,,,,,,,,,21.3,2877800,17.348,29.1,13.188,8.643,13913.839,,304.195,9.59,7.1,51.2,83.741,2.89,76.88,0.785
ALB,Asia,Afghanistan,2020-06-03,29831,0,36.571,1210.0,0.0,0.0,12.942,45.173,5.808,20.022,0.0,0.943,,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,54.422,38.0,6.211,8.643,13913.839,,304.195,10.08,7.1,30.4,37.746,1.9,76.88,0.785
AND,Asia,Albania,2020-07-27,38872,725,108.286,,7.0,12.857,134.272,5.199,6.95,162.972,,2.135,1.25,,,,,,,,,,,,,,,,,,,,,,,74.07,2877800,17.348,29.1,13.188,3.857,11803.431,0.5,304.195,9.59,,51.2,,1.9,64.83,0.498
ALB,Europe,Albania,2020-04-05,100159,6,9.714,1.0,3.0,5.0,1079.753,15.002,10.601,258.183,0.114,1.291,1.44,,,,,,,,,,,,,,,,,,,,,,,81.48,43851043,104.871,38.0,2.581,1.337,11803.431,1.1,304.195,10.08,7.1,,83.741,0.5,64.83,0.785
AND,Asia,Andorra,2020-09-29,52658,46,95.429,1134.0,3.0,4.0,657.099,9.73,0.573,343.665,0.205,0.0,1.37,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,17.348,18.6,6.211,1.337,11803.431,,597.029,9.59,0.7,,37.746,,64.83,0.754
ALB,Asia,Andorra,2020-09-29,32662,750,1062.571,2082.0,13.0,7.714,705.798,9.076,165.404,0.046,0.57,0.397,0.75,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,17.348,18.6,2.581,8.643,13913.839,1.1,304.195,9.59,7.1,30.4,83.741,1.9,76.88,0.785
DZA,Asia,Andorra,2020-05-09,8503,17,148.714,,1.0,9.0,6341.65,4.517,7.163,33.409,0.091,0.248,0.86,,,,,,,,,,,,,,,,,,,,,,,92.13,2877800,104.871,29.1,13.188,8.643,13913.839,1.1,304.195,6.73,0.7,51.2,83.741,1.9,76.88,0.754
DZA,Asia,Albania,2020-06-18,36358,147,284.714,1341.0,9.0,9.429,1136.256,14.951,42.791,82.702,0.077,0.169,1.39,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,104.871,38.0,6.211,8.643,13913.839,1.1,597.029,6.73,,51.2,,1.9,78.57,0.785
AFG,Asia,Albania,2020-12-21,63595,210,468.714,173.0,3.0,10.429,1110.759,5.395,0.048,10.262,0.0,0.447,1.29,,,,,,,,,,,,,,,,,,,,,,,57.41,38928341,104.871,29.1,2.581,1.337,13913.839,,597.029,10.08,0.7,30.4,,2.89,64.83,0.785
DZA,Asia,Andorra,2020-02-29,38572,152,700.143,1421.0,30.0,9.143,10.353,1.978,2.215,20.182,0.695,0.099,0.76,,,,,,,,,,,,,,,,,,,,,,,71.3,43851043,54.422,38.0,6.211,8.643,1803.987,0.5,278.364,10.08,,51.2,83.741,2.89,78.57,0.498
ALB,Asia,Algeria,2020-07-11,10919,16,5.429,439.0,0.0,9.143,822.331,189.381,256.843,46.43,0.154,1.539,0.76,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,104.871,18.6,6.211,8.643,11803.431,0.5,304.195,6.73,0.7,51.2,37.746,1.9,76.88,0.754
DZA,Africa,Algeria,2020-03-08,51526,772,69.0,24.0,6.0,10.714,1307.171,7.09,43.386,33.934,,0.179,0.84,,,,,,,,,,,,,,,,,,,,,,,28.7,2877800,54.422,18.6,13.188,3.857,11803.431,0.5,278.364,9.59,7.1,30.4,,0.5,64.83,0.785
DZA,Asia,Afghanistan,2020-03-25,10001,216,55.571,2666.0,5.0,4.0,1357.287,291.89,9.923,52.584,3.127,0.176,1.12,,,,,,,,,,,,,,,,,,,,,,,79.63,38928341,17.348,18.6,13.188,1.337,11803.431,0.5,304.195,10.08,0.7,30.4,,1.9,83.73,0.498
AND,Asia,Algeria,2020-09-27,35978,102,555.571,419.0,12.0,8.286,4697.338,4.789,20.949,37.864,0.077,0.506,0.82,,,,,,,,,,,,,,,,,,,,,,,63.89,38928341,104.871,29.1,2.581,3.857,13913.839,0.5,597.029,9.59,0.7,30.4,,0.5,76.88,0.754
ALB,Africa,Afghanistan,2020-08-25,8927,403,15.571,2596.0,15.0,0.0,801.805,15.289,17.365,,0.0,0.033,1.24,,,,,,,,,,,,,,,,,,,,,,,84.26,2877800,17.348,38.0,,8.643,11803.431,1.1,597.029,9.59,7.1,30.4,83.741,1.9,78.57,0.785
ALB,Asia,Andorra,2020-12-15,11185,501,122.857,469.0,1.0,8.857,21.604,9.373,31.224,38.558,0.077,0.042,,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,104.871,29.1,13.188,3.857,13913.839,0.5,597.029,9.59,,30.4,,0.5,64.83,0.754
ALB,Asia,Afghanistan,2020-11-08,17270,593,23.429,31.0,6.0,8.143,3156.23,5.395,0.851,,0.0,2.383,1.29,,,,,,,,,,,,,,,,,,,,,,,72.22,43851043,104.871,29.1,2.581,3.857,1803.987,,109.135,9.59,7.1,51.2,,1.9,78.57,0.785
DZA,Asia,Albania,2020-05-31,16212,670,81.143,392.0,0.0,8.714,0.283,17.374,8.985,54.382,0.077,0.231,1.0,,,,,,,,,,,,,,,,,,,,,,,54.63,43851043,54.422,18.6,13.188,3.857,13913.839,,278.364,10.08,,51.2,,0.5,64.83,0.498
AND,Asia,Afghanistan,2020-12-07,10001,591,739.286,1291.0,21.0,13.714,1082.99,0.026,1.49,,0.388,1.737,1.08,,,,,,,,,,,,,,,,,,,,,,,50.93,2877800,54.422,38.0,2.581,8.643,1803.987,1.1,278.364,6.73,7.1,30.4,,0.5,78.57,0.498
AND,Africa,Albania,2020-08-06,58316,0,180.429,959.0,,15.286,1952.881,11.79,6.553,0.046,0.068,0.124,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,54.422,,13.188,1.337,13913.839,1.1,304.195,10.08,0.7,,37.746,2.89,78.57,0.754
AFG,Europe,Albania,2020-12-15,12968,125,127.429,373.0,5.0,7.429,276.253,18.312,6.44,0.479,0.103,,1.02,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,17.348,29.1,13.188,3.857,13913.839,1.1,278.364,9.59,7.1,30.4,83.741,1.9,78.57,0.498
ALB,Asia,Afghanistan,2021-01-10,19157,90,0.0,1418.0,0.0,10.857,131.003,45.868,7.46,7.936,0.137,0.182,1.28,,,,,,,,,,,,,,,,,,,,,,,57.41,43851043,17.348,29.1,2.581,8.643,1803.987,1.1,597.029,9.59,7.1,30.4,83.741,0.5,64.83,0.785
DZA,Europe,Albania,2020-10-04,39422,348,,2111.0,5.0,16.286,127.619,1.695,1.961,31.16,0.091,0.161,1.14,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,54.422,18.6,,3.857,13913.839,1.1,278.364,9.59,7.1,30.4,37.746,2.89,64.83,0.498
ALB,Europe,Andorra,2020-03-25,17350,434,8.0,1149.0,1.0,15.143,2264.735,5.405,13.95,19.27,0.719,0.411,1.16,,,,,,,,,,,,,,,,,,,,,,,38.89,2877800,104.871,18.6,2.581,1.337,13913.839,,597.029,6.73,,,37.746,1.9,64.83,0.498
ALB,Asia,Albania,2020-11-20,51995,77,,532.0,9.0,8.0,320.05,0.077,1.53,7.138,0.137,0.182,0.99,,,,,,,,,,,,,,,,,,,,,,,72.22,43851043,54.422,29.1,,8.643,1803.987,0.5,304.195,9.59,7.1,30.4,83.741,2.89,76.88,0.785
ALB,Europe,Albania,2020-04-02,13518,35,394.571,1272.0,4.0,14.143,40.159,1.028,276.004,50.58,0.0,3.425,1.12,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,17.348,18.6,2.581,3.857,11803.431,,597.029,10.08,,51.2,37.746,2.89,64.83,0.498
ALB,Europe,Afghanistan,2020-06-09,1,867,98.143,623.0,,0.0,97.945,182.431,15.057,228.299,0.0,1.291,0.92,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,54.422,29.1,6.211,3.857,11803.431,0.5,304.195,6.73,,51.2,37.746,2.89,64.83,0.785
AND,Asia,Afghanistan,2020-11-22,9267,15,94.857,1370.0,12.0,12.714,1833.345,15.182,0.743,37.453,0.347,0.07,1.26,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,17.348,29.1,6.211,3.857,1803.987,0.5,278.364,9.59,7.1,51.2,,1.9,64.83,0.785
ALB,Asia,Algeria,2020-03-08,38119,121,14.857,1231.0,15.0,4.857,411.425,5.907,2.448,53.513,1.39,0.156,1.01,,,,,,,,,,,,,,,,,,,,,,,31.48,43851043,104.871,29.1,2.581,1.337,1803.987,,304.195,6.73,,30.4,,1.9,78.57,0.785
AND,Asia,Andorra,2020-10-23,118,138,171.714,1632.0,,1.714,857.319,2.03,15.155,10.772,0.051,0.055,1.71,,,,,,,,,,,,,,,,,,,,,,,31.48,43851043,17.348,29.1,6.211,1.337,1803.987,0.5,597.029,10.08,7.1,30.4,83.741,1.9,76.88,0.754
ALB,Asia,Albania,2020-05-31,38133,321,113.857,454.0,14.0,16.143,6552.922,305.442,16.705,436.445,0.103,0.45,,,,,,,,,,,,,,,,,,,,,,,,50.93,43851043,17.348,18.6,13.188,8.643,13913.839,1.1,278.364,9.59,7.1,30.4,83.741,1.9,64.83,0.498
ALB,Asia,Andorra,2020-05-29,45773,348,2.143,2244.0,1.0,7.429,320.05,27.104,14.129,37.145,0.365,0.745,0.84,,,,,,,,,,,,,,,,,,,,,,,54.63,43851043,54.422,29.1,6.211,1.337,11803.431,,304.195,9.59,7.1,,83.741,0.5,64.83,0.785
ALB,Asia,Albania,2020-06-02,34595,811,498.714,2346.0,5.0,0.429,20498.645,21.254,22.658,11.448,0.114,3.822,1.07,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,17.348,18.6,2.581,1.337,11803.431,0.5,304.195,9.59,7.1,51.2,83.741,2.89,64.83,0.785
ALB,Asia,Afghanistan,2020-08-24,11948,563,20.0,698.0,11.0,4.286,1311.101,1.233,1.607,15.336,0.0,0.225,1.11,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,17.348,18.6,13.188,3.857,13913.839,1.1,597.029,9.59,7.1,,37.746,2.89,78.57,0.785
DZA,Asia,Andorra,2020-07-05,35279,171,55.429,2191.0,4.0,10.857,1611.3,52.818,11.585,10.772,0.0,1.092,1.62,,,,,,,,,,,,,,,,,,,,,,,62.96,2877800,17.348,18.6,13.188,1.337,11803.431,1.1,278.364,9.59,,,37.746,1.9,76.88,0.785
ALB,Asia,Albania,2020-11-30,39799,243,296.857,1698.0,3.0,9.857,144.555,0.251,1.2,37.813,,0.943,0.78,,,,,,,,,,,,,,,,,,,,,,,62.96,43851043,104.871,38.0,6.211,1.337,1803.987,0.5,597.029,10.08,,51.2,83.741,2.89,64.83,0.754
ALB,Asia,Afghanistan,2020-07-27,40768,14,136.429,1271.0,7.0,2.143,984.476,0.026,37.777,,0.16,,1.57,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,54.422,29.1,13.188,1.337,1803.987,,304.195,10.08,0.7,30.4,83.741,2.89,64.83,0.498
ALB,Asia,Afghanistan,2020-06-15,59623,66,67.143,,9.0,0.0,7.706,137.605,1.428,131.003,0.205,1.539,0.94,,,,,,,,,,,,,,,,,,,,,,,21.3,43851043,17.348,18.6,13.188,3.857,11803.431,,278.364,6.73,,51.2,83.741,1.9,78.57,0.785
ALB,Europe,Afghanistan,2020-09-29,53325,190,122.857,1411.0,10.0,0.143,12784.071,1.207,151.455,44.62,0.319,0.355,1.06,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,104.871,18.6,13.188,,13913.839,,597.029,10.08,7.1,51.2,,2.89,64.83,0.498
AND,Asia,Andorra,2020-10-02,13039,241,654.0,343.0,,10.571,4105.914,0.103,2.738,1.737,2.432,0.026,,,,,,,,,,,,,,,,,,,,,,,,68.52,43851043,104.871,18.6,2.581,1.337,11803.431,1.1,597.029,9.59,7.1,30.4,83.741,0.5,78.57,0.785
AFG,Africa,Andorra,2020-07-02,35605,167,39.714,44.0,2.0,11.857,0.026,4.778,23.133,44.446,2.085,5.56,1.06,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341,17.348,29.1,13.188,1.337,11803.431,1.1,304.195,6.73,,30.4,83.741,1.9,64.83,0.498
AND,Asia,Algeria,2020-05-20,101913,413,177.571,132.0,3.0,5.143,526.418,4.865,0.055,19.087,0.0,0.427,0.73,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,104.871,18.6,2.581,1.337,11803.431,,597.029,6.73,7.1,30.4,37.746,1.9,76.88,0.498
ALB,Asia,Afghanistan,2020-04-25,1,239,0.143,,7.0,0.143,1335.749,4.17,2.033,11.046,1.042,0.397,1.09,,,,,,,,,,,,,,,,,,,,,,,89.81,43851043,54.422,18.6,6.211,1.337,11803.431,0.5,597.029,9.59,,51.2,37.746,2.89,64.83,0.498
DZA,Asia,Albania,2020-05-24,107,16,105.714,17.0,1.0,8.429,1388.757,40.309,0.0,10.772,2.78,0.099,0.8,,,,,,,,,,,,,,,,,,,,,,,85.19,2877800,17.348,38.0,13.188,3.857,13913.839,0.5,278.364,9.59,0.7,,83.741,1.9,76.88,0.785
AND,Europe,Andorra,2020-08-20,4290,259,417.0,1520.0,12.0,19.571,19658.072,1.688,2.45,11.015,0.026,1.042,1.17,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,17.348,29.1,2.581,8.643,13913.839,,597.029,10.08,29.0,30.4,37.746,1.9,64.83,0.498
ALB,Asia,Albania,2020-06-18,36737,17,304.143,319.0,6.0,3.571,83.214,9.487,276.054,52.123,,0.098,0.82,,,,,,,,,,,,,,,,,,,,,,,74.07,38928341,54.422,18.6,6.211,8.643,13913.839,1.1,597.029,6.73,7.1,,37.746,2.89,76.88,0.754
DZA,Asia,Afghanistan,2020-06-15,17055,1,129.714,,11.0,9.857,2012.54,4.424,50.584,242.894,0.257,0.496,1.12,,,,,,,,,,,,,,,,,,,,,,,83.33,2877800,17.348,38.0,6.211,3.857,11803.431,0.5,304.195,6.73,0.7,51.2,83.741,2.89,76.88,0.498
AND,Africa,Andorra,2020-08-22,1122,23,239.571,463.0,2.0,2.714,1514.351,32.316,17.806,124.401,0.0,0.179,0.88,,,,,,,,,,,,,,,,,,,,,,,84.26,2877800,17.348,18.6,13.188,1.337,13913.839,,597.029,9.59,0.7,51.2,83.741,0.5,64.83,0.754
AND,Asia,Albania,2020-09-21,15070,136,653.857,543.0,8.0,3.0,6.165,103.899,20.759,49.296,2.085,0.051,1.14,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,104.871,18.6,2.581,3.857,1803.987,,304.195,10.08,,51.2,37.746,0.5,64.83,0.498
ALB,Asia,Afghanistan,2020-06-13,174,2,0.0,1210.0,20.0,1.857,610.339,146.292,8.272,439.572,0.182,2.432,0.82,,,,,,,,,,,,,,,,,,,,,,,74.07,2877800,17.348,18.6,6.211,1.337,11803.431,0.5,597.029,9.59,0.7,30.4,83.741,1.9,83.73,0.785
AND,Europe,Albania,2020-06-04,986,302,165.286,638.0,0.0,9.0,553.647,0.046,215.641,18.814,0.0,3.177,2.19,,,,,,,,,,,,,,,,,,,,,,,28.7,38928341,104.871,18.6,13.188,3.857,11803.431,0.5,278.364,6.73,0.7,,83.741,2.89,76.88,0.498
ALB,Asia,Albania,2021-01-07,18556,410,738.143,2803.0,3.0,6.571,1959.52,12.634,13.719,35.193,0.0,0.192,1.25,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,54.422,29.1,2.581,8.643,11803.431,1.1,304.195,10.08,,30.4,37.746,1.9,76.88,0.785
AND,Asia,Andorra,2020-09-13,302,253,17.286,1956.0,,11.429,353.469,5.199,12.073,30.148,0.114,0.099,0.98,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341,104.871,29.1,6.211,8.643,1803.987,,597.029,9.59,,30.4,83.741,1.9,64.83,0.498
