date2,annee,semepi,zone_sante,report_viv,report_dc,nlle_viv,nlle_dc,investig_viv,investig_dc,valid_viv,valid_dc,preleves,swab,admis,obs,nouvelle_totale,total_alerte,total_investigues,valid_tot,prel-tot,province
2020-07-27,2020,36,Damara,1.0,0.0,41,0.0,1.0,0.0,3.0,2.0,2.0,,0.0,"2cte, 2com",16.0,60.0,31.0,7.0,12,Ouaka
2020-08-13,2020,26,Yaloke,9.0,0.0,46,0.0,23.0,4.0,15.0,3.0,19.0,,,np,13.0,83.0,94.0,7.0,0,Ouaka
2020-06-02,2020,25,Ouham-Pendé,4.0,0.0,10,0.0,1.0,0.0,35.0,1.0,3.0,,,cte,1.0,13.0,32.0,51.0,6,Ouaka
2020-06-13,2020,29,Ouaka,0.0,0.0,12,,123.0,,5.0,0.0,3.0,,0.0,données non désagrégés par zs ni par viv vs décès,8.0,46.0,12.0,24.0,7,Ouaka
2020-07-24,2020,31,Ouham-Pendé,1.0,,0,0.0,40.0,3.0,1.0,2.0,9.0,,3.0,"2cte, 2com",41.0,3.0,76.0,19.0,1,Ouaka
2020-08-15,2020,39,Yaloke,0.0,0.0,57,0.0,115.0,6.0,10.0,1.0,0.0,,0.0,np,12.0,130.0,30.0,8.0,17,Lobaye
2020-07-21,2020,32,Ouham-Pendé,4.0,0.0,120,0.0,19.0,1.0,7.0,0.0,2.0,0.0,,"2cte, 2com",12.0,560.0,60.0,18.0,6,Ouaka
2020-08-25,2020,31,Yaloke,0.0,0.0,4,1.0,27.0,1.0,32.0,0.0,1.0,,0.0,données non désagrégés par zs,9.0,60.0,90.0,8.0,0,Ouaka
2020-08-19,2020,31,Bambari,5.0,0.0,32,0.0,28.0,0.0,7.0,3.0,3.0,,0.0,admis nd,62.0,37.0,2.0,47.0,1,Lobaye
2020-06-06,2020,33,Yaloke,0.0,0.0,44,5.0,33.0,0.0,8.0,1.0,2.0,,0.0,données non désagrégés par zs ni par viv vs décès,37.0,132.0,179.0,0.0,4,Lobaye
2020-06-24,2020,27,Ouham-Pendé,0.0,0.0,0,1.0,160.0,1.0,2.0,0.0,7.0,,,hgr,70.0,37.0,109.0,10.0,0,Lobaye
2020-07-15,2020,37,Damara,0.0,0.0,18,1.0,6.0,0.0,48.0,0.0,3.0,,0.0,données non désagrégés par zs,0.0,123.0,91.0,0.0,11,Ouaka
2020-07-19,2020,26,Damara,0.0,0.0,129,0.0,59.0,2.0,53.0,1.0,8.0,,0.0,données non désagrégés par zs ni par viv vs décès,13.0,127.0,4.0,62.0,12,Ouaka
2020-09-10,2020,34,Bossembélé,0.0,0.0,185,0.0,4.0,2.0,2.0,1.0,0.0,,0.0,,119.0,61.0,6.0,35.0,7,Lobaye
2020-09-26,2020,28,Bambio,0.0,0.0,30,1.0,29.0,0.0,39.0,0.0,3.0,,0.0,"2cte, 2com",57.0,71.0,64.0,4.0,1,Ouaka
2020-06-13,2020,39,Bangui,16.0,0.0,105,0.0,16.0,0.0,2.0,3.0,0.0,,0.0,hgr,5.0,60.0,66.0,9.0,11,Ouaka
2020-06-16,2020,28,Boguila,0.0,0.0,68,,66.0,2.0,45.0,0.0,22.0,,0.0,hgr,49.0,29.0,27.0,8.0,1,Ouaka
2020-07-20,2020,37,Ouham-Pendé,1.0,0.0,74,1.0,44.0,1.0,28.0,6.0,28.0,,6.0,"1cte, 2cm",3.0,56.0,47.0,35.0,6,Ouaka
2020-06-11,2020,25,Bambio,0.0,0.0,107,1.0,91.0,0.0,16.0,1.0,1.0,0.0,0.0,admis nd,77.0,111.0,49.0,24.0,0,Lobaye
2020-09-09,2020,40,Damara,0.0,0.0,38,1.0,10.0,0.0,19.0,0.0,5.0,,0.0,données non désagrégés par zs,54.0,28.0,29.0,9.0,1,Lobaye
2020-06-17,2020,31,Baboua,33.0,,32,0.0,35.0,,0.0,0.0,0.0,0.0,,cte,12.0,44.0,4.0,44.0,1,Ouaka
2020-08-28,2020,33,Damara,10.0,0.0,48,2.0,22.0,,14.0,0.0,13.0,,,données non désagrégés par zs ni par viv vs décès,48.0,3.0,22.0,35.0,7,Ouaka
2020-07-28,2020,38,Ouham-Pendé,0.0,0.0,85,0.0,49.0,,0.0,,5.0,,8.0,admis nd,60.0,101.0,89.0,15.0,4,Ouaka
2020-06-19,2020,35,Bossembélé,0.0,,149,0.0,123.0,0.0,50.0,0.0,2.0,1.0,1.0,données non désagrégés par zs,52.0,27.0,79.0,5.0,11,Ouaka
2020-09-28,2020,39,Ouham,6.0,0.0,86,1.0,1.0,0.0,88.0,0.0,4.0,,1.0,admis nd,61.0,78.0,9.0,1.0,0,Lobaye
2020-07-19,2020,32,Ombella-M'Poko,2.0,0.0,54,1.0,60.0,5.0,0.0,0.0,0.0,,15.0,cte,65.0,96.0,46.0,0.0,2,Lobaye
2020-06-14,2020,27,Bambio,2.0,0.0,27,0.0,154.0,0.0,7.0,0.0,27.0,,0.0,"2cte, 2com",34.0,142.0,52.0,7.0,4,Ouaka
2020-07-14,2020,34,Ouham,0.0,0.0,108,0.0,56.0,1.0,2.0,1.0,0.0,0.0,0.0,admis nd,88.0,109.0,48.0,2.0,8,Lobaye
2020-06-30,2020,30,Ouaka,0.0,0.0,22,,15.0,0.0,0.0,0.0,0.0,,0.0,cte,78.0,142.0,96.0,27.0,1,Ouaka
2020-08-14,2020,25,Yaloke,2.0,0.0,38,,5.0,0.0,11.0,2.0,27.0,,3.0,"1cte, 2cm",62.0,12.0,54.0,2.0,0,Ouaka
2020-06-11,2020,29,Ombella-M'Poko,0.0,0.0,48,,70.0,3.0,42.0,0.0,12.0,,5.0,"2cte, 2com",83.0,13.0,51.0,8.0,4,Ouaka
2020-07-09,2020,39,Damara,0.0,0.0,83,,15.0,,19.0,5.0,1.0,,4.0,données non désagrégés par zs,43.0,63.0,38.0,1.0,0,Lobaye
2020-08-10,2020,34,Ouham,6.0,0.0,84,0.0,126.0,0.0,31.0,1.0,1.0,,6.0,données non désagrégés par zs,48.0,125.0,94.0,4.0,2,Ouaka
2020-06-19,2020,35,Bambio,0.0,3.0,22,1.0,42.0,1.0,0.0,0.0,33.0,,0.0,"1cte, 2cm",113.0,12.0,4.0,8.0,1,Ouaka
2020-06-20,2020,30,Bambio,0.0,0.0,45,1.0,73.0,1.0,3.0,1.0,57.0,,0.0,données non désagrégés par zs ni par viv vs décès,27.0,121.0,473.0,17.0,4,Ouaka
2020-06-09,2020,37,Ouaka,123.0,0.0,58,,264.0,1.0,6.0,3.0,1.0,,,"2cte, 2com",0.0,46.0,37.0,9.0,11,Lobaye
2020-06-05,2020,27,Ombella-M'Poko,0.0,0.0,122,0.0,27.0,0.0,1.0,1.0,6.0,,0.0,np,60.0,6.0,32.0,4.0,0,Lobaye
2020-08-20,2020,33,Boguila,0.0,0.0,46,0.0,109.0,0.0,18.0,0.0,1.0,,,données non désagrégés par zs ni par viv vs décès,38.0,60.0,34.0,0.0,0,Ouaka
2020-08-15,2020,38,Vakaga,0.0,0.0,23,0.0,153.0,,39.0,0.0,2.0,,0.0,cte,69.0,17.0,5.0,2.0,0,Lobaye
2020-06-08,2020,25,Bambari,4.0,0.0,30,2.0,7.0,,33.0,0.0,0.0,,0.0,données non désagrégés par zs,32.0,51.0,125.0,5.0,3,Lobaye
2020-06-25,2020,30,Damara,0.0,0.0,59,1.0,93.0,2.0,3.0,1.0,5.0,,0.0,np,57.0,40.0,69.0,54.0,5,Ouaka
2020-06-18,2020,34,Bossembélé,0.0,0.0,28,3.0,50.0,1.0,17.0,0.0,6.0,0.0,1.0,données non désagrégés par zs,57.0,71.0,12.0,2.0,6,Ouaka
2020-07-11,2020,25,Damara,30.0,0.0,34,1.0,60.0,1.0,12.0,1.0,2.0,,0.0,admis nd,41.0,14.0,154.0,15.0,0,Lobaye
2020-09-23,2020,35,Ouham-Pendé,1.0,0.0,25,4.0,9.0,1.0,4.0,0.0,,,3.0,hgr,95.0,131.0,5.0,22.0,5,Lobaye
2020-06-13,2020,30,Bambio,15.0,0.0,27,1.0,51.0,1.0,20.0,0.0,6.0,,2.0,hgr,177.0,308.0,32.0,6.0,1,Ouaka
2020-08-31,2020,36,Yaloke,5.0,0.0,36,0.0,165.0,0.0,7.0,3.0,13.0,,1.0,admis nd,83.0,93.0,69.0,30.0,2,Ouaka
2020-06-26,2020,39,Ombella-M'Poko,1.0,1.0,16,0.0,74.0,0.0,1.0,2.0,6.0,,,cte,77.0,42.0,46.0,10.0,0,Ouaka
2020-08-04,2020,36,Bambio,0.0,0.0,4,0.0,49.0,0.0,1.0,5.0,2.0,0.0,1.0,cte,49.0,72.0,4.0,4.0,0,Lobaye
2020-06-17,2020,28,Ouham-Pendé,1.0,0.0,79,1.0,194.0,1.0,11.0,1.0,1.0,,5.0,"1cte, 2cm",12.0,265.0,20.0,9.0,19,Lobaye
2020-09-26,2020,29,Damara,3.0,0.0,42,2.0,78.0,2.0,12.0,0.0,0.0,,5.0,données non désagrégés par zs,16.0,61.0,165.0,7.0,1,Ouaka
2020-07-17,2020,32,Ouham,10.0,0.0,66,0.0,17.0,0.0,29.0,1.0,10.0,,3.0,,53.0,4.0,41.0,25.0,6,Ouaka
2020-07-10,2020,29,Ouham-Pendé,3.0,0.0,55,2.0,7.0,0.0,7.0,4.0,0.0,,0.0,hgr,9.0,41.0,38.0,10.0,0,Ouaka
2020-07-21,2020,35,Bambari,0.0,0.0,23,0.0,3.0,1.0,15.0,1.0,2.0,,0.0,hgr,134.0,47.0,38.0,2.0,0,Lobaye
2020-07-24,2020,33,Bambari,0.0,0.0,57,0.0,69.0,4.0,25.0,1.0,1.0,,0.0,"1cte, 2cm",64.0,50.0,45.0,23.0,4,Ouaka
2020-09-19,2020,34,Damara,8.0,0.0,72,1.0,105.0,0.0,2.0,0.0,2.0,,,np,133.0,125.0,44.0,19.0,12,Ouaka
2020-06-24,2020,27,Ombella-M'Poko,0.0,0.0,31,0.0,74.0,0.0,3.0,0.0,0.0,,0.0,"2cte, 2com",34.0,14.0,0.0,32.0,42,Ouaka
2020-06-16,2020,30,Damara,3.0,0.0,44,1.0,109.0,2.0,1.0,0.0,9.0,,0.0,"1cte, 2cm",80.0,45.0,32.0,43.0,0,Ouaka
2020-08-22,2020,37,Damara,14.0,,61,0.0,79.0,,5.0,0.0,11.0,,,cte,51.0,128.0,40.0,3.0,6,Ouaka
2020-08-30,2020,39,Vakaga,0.0,0.0,361,0.0,94.0,0.0,17.0,0.0,7.0,,,"2cte, 2com",10.0,4.0,213.0,3.0,7,Lobaye
2020-08-17,2020,32,Vakaga,0.0,0.0,63,0.0,53.0,2.0,66.0,0.0,0.0,,2.0,données non désagrégés par zs,11.0,190.0,13.0,3.0,0,Ouaka
2020-09-23,2020,31,Ouham-Pendé,13.0,0.0,95,0.0,105.0,0.0,17.0,2.0,,1.0,1.0,"2cte, 2com",77.0,45.0,104.0,0.0,2,Lobaye
2020-06-24,2020,29,Bossembélé,0.0,0.0,47,1.0,44.0,1.0,46.0,0.0,1.0,,0.0,"2cte, 2com",66.0,9.0,45.0,15.0,4,Lobaye
2020-08-17,2020,30,Bambio,0.0,0.0,169,0.0,126.0,0.0,12.0,1.0,26.0,,,hgr,27.0,164.0,239.0,9.0,1,Ouaka
2020-09-21,2020,31,Ouham-Pendé,6.0,0.0,7,1.0,2.0,0.0,9.0,0.0,,,,"1cte, 2cm",113.0,122.0,79.0,0.0,8,Ouaka
2020-08-05,2020,39,Ouham-Pendé,0.0,0.0,86,2.0,153.0,0.0,1.0,1.0,0.0,,3.0,données non désagrégés par zs ni par viv vs décès,135.0,42.0,80.0,3.0,0,Ouaka
2020-08-15,2020,28,Bambari,52.0,0.0,69,0.0,41.0,2.0,34.0,1.0,5.0,,0.0,données non désagrégés par zs ni par viv vs décès,13.0,540.0,47.0,3.0,4,Ouaka
2020-07-17,2020,26,Damara,1.0,0.0,59,1.0,12.0,0.0,5.0,0.0,2.0,,0.0,"1cte, 2cm",51.0,15.0,45.0,24.0,25,Ouaka
2020-07-04,2020,32,Bambari,0.0,0.0,47,1.0,4.0,0.0,14.0,0.0,1.0,,0.0,données non désagrégés par zs,6.0,151.0,175.0,13.0,36,Ouaka
2020-09-07,2020,25,Damara,0.0,,52,0.0,44.0,1.0,1.0,0.0,11.0,,0.0,"2cte, 2com",111.0,92.0,69.0,11.0,0,Lobaye
2020-07-08,2020,30,Bangui,65.0,0.0,11,2.0,6.0,0.0,42.0,0.0,6.0,,3.0,cte,41.0,107.0,74.0,2.0,34,Ouaka
2020-09-22,2020,30,Ombella-M'Poko,1.0,0.0,9,0.0,103.0,0.0,1.0,1.0,10.0,,0.0,données non désagrégés par zs ni par viv vs décès,41.0,124.0,2.0,1.0,0,Lobaye
2020-09-19,2020,31,Ombella-M'Poko,0.0,0.0,108,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,données non désagrégés par zs ni par viv vs décès,142.0,42.0,52.0,3.0,28,Lobaye
2020-09-15,2020,30,Ouham,33.0,0.0,90,2.0,0.0,0.0,3.0,0.0,3.0,,0.0,"2cte, 2com",99.0,116.0,53.0,2.0,3,Lobaye
2020-07-31,2020,36,Vakaga,0.0,0.0,1,0.0,48.0,3.0,32.0,0.0,1.0,,1.0,admis nd,85.0,110.0,0.0,45.0,9,Ouaka
2020-07-24,2020,37,Ouham,0.0,0.0,36,1.0,194.0,0.0,5.0,0.0,1.0,,1.0,données non désagrégés par zs ni par viv vs décès,37.0,42.0,126.0,7.0,0,Ouaka
2020-06-03,2020,32,Ombella-M'Poko,0.0,0.0,7,2.0,58.0,,7.0,3.0,2.0,,0.0,admis nd,1.0,125.0,20.0,54.0,27,Lobaye
2020-09-20,2020,37,Baboua,0.0,0.0,47,0.0,10.0,1.0,38.0,1.0,1.0,,0.0,données non désagrégés par zs ni par viv vs décès,5.0,111.0,130.0,113.0,1,Lobaye
2020-06-13,2020,33,Ombella-M'Poko,37.0,2.0,94,1.0,3.0,2.0,1.0,0.0,3.0,,0.0,données non désagrégés par zs ni par viv vs décès,68.0,101.0,131.0,7.0,0,Ouaka
2020-09-23,2020,40,Bambari,0.0,0.0,95,0.0,7.0,0.0,1.0,1.0,0.0,,0.0,"2cte, 2com",98.0,49.0,107.0,10.0,4,Lobaye
2020-08-16,2020,37,Ouaka,6.0,0.0,61,0.0,37.0,2.0,40.0,1.0,25.0,,1.0,np,76.0,50.0,70.0,40.0,29,Lobaye
2020-07-23,2020,39,Damara,0.0,0.0,69,0.0,3.0,,16.0,0.0,3.0,,1.0,données non désagrégés par zs ni par viv vs décès,45.0,8.0,4.0,5.0,8,Ouaka
2020-09-11,2020,28,Bambari,19.0,0.0,23,0.0,40.0,5.0,13.0,0.0,10.0,,0.0,données non désagrégés par zs ni par viv vs décès,155.0,115.0,175.0,3.0,6,Ouaka
2020-09-20,2020,30,Bambari,0.0,0.0,1,0.0,160.0,1.0,10.0,0.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,34.0,22.0,41.0,16.0,22,Lobaye
2020-09-25,2020,27,Bambio,0.0,0.0,1,0.0,3.0,1.0,41.0,2.0,0.0,,,données non désagrégés par zs ni par viv vs décès,49.0,16.0,44.0,1.0,2,Lobaye
2020-09-03,2020,25,Ouham,0.0,0.0,40,2.0,34.0,1.0,0.0,1.0,1.0,,,hgr,10.0,125.0,54.0,,6,Ouaka
2020-08-27,2020,30,Ouham-Pendé,3.0,0.0,12,0.0,89.0,1.0,0.0,0.0,8.0,0.0,0.0,hgr wangata,44.0,8.0,70.0,16.0,25,Lobaye
2020-09-09,2020,32,Yaloke,0.0,0.0,165,3.0,131.0,9.0,2.0,0.0,21.0,,0.0,cte,60.0,99.0,76.0,5.0,0,Ouaka
2020-08-02,2020,34,Bangui,5.0,0.0,23,0.0,36.0,1.0,2.0,2.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,33.0,6.0,10.0,5.0,1,Lobaye
2020-09-19,2020,27,Yaloke,0.0,,32,0.0,129.0,0.0,1.0,0.0,0.0,,0.0,hgr,21.0,31.0,22.0,3.0,11,Ouaka
2020-06-20,2020,32,Ouham-Pendé,499.0,0.0,3,1.0,33.0,,16.0,0.0,0.0,0.0,0.0,hgr,53.0,84.0,27.0,26.0,2,Lobaye
2020-07-11,2020,34,Damara,0.0,0.0,17,,103.0,0.0,3.0,0.0,1.0,,,cte,104.0,49.0,49.0,1.0,30,Lobaye
2020-08-18,2020,39,Vakaga,13.0,0.0,13,2.0,0.0,0.0,2.0,1.0,4.0,,1.0,"2cte, 2com",178.0,172.0,92.0,1.0,22,Ouaka
2020-09-29,2020,34,Baboua,0.0,0.0,3,0.0,110.0,1.0,1.0,0.0,0.0,,0.0,"1cte, 2cm",19.0,45.0,150.0,44.0,15,Lobaye
2020-06-01,2020,39,Bangui,0.0,0.0,15,6.0,139.0,0.0,18.0,0.0,5.0,,2.0,"2cte, 2com",5.0,190.0,44.0,23.0,2,Lobaye
2020-06-19,2020,36,Bambio,0.0,0.0,72,0.0,20.0,2.0,1.0,1.0,1.0,,0.0,données non désagrégés par zs,94.0,160.0,0.0,23.0,0,Ouaka
2020-06-16,2020,31,Vakaga,0.0,0.0,129,,88.0,0.0,32.0,0.0,0.0,,,"1cte, 2cm",11.0,40.0,58.0,8.0,6,Lobaye
2020-07-10,2020,33,Vakaga,0.0,0.0,10,1.0,40.0,0.0,49.0,0.0,5.0,,,"2cte, 2com",131.0,6.0,138.0,22.0,7,Ouaka
2020-08-01,2020,31,Damara,25.0,1.0,24,0.0,45.0,1.0,3.0,0.0,2.0,,0.0,données non désagrégés par zs ni par viv vs décès,33.0,47.0,5.0,24.0,23,Lobaye
2020-08-11,2020,33,Damara,0.0,0.0,203,1.0,101.0,0.0,7.0,1.0,5.0,1.0,3.0,"1cte, 2cm",44.0,67.0,37.0,37.0,7,Ouaka
2020-06-06,2020,38,Ouham-Pendé,6.0,0.0,77,0.0,2.0,0.0,11.0,0.0,2.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,3.0,41.0,123.0,16.0,0,Ouaka
2020-08-27,2020,39,Bangui,0.0,0.0,42,2.0,77.0,4.0,23.0,0.0,9.0,,0.0,hgr,62.0,1.0,65.0,15.0,3,Lobaye
2020-06-24,2020,36,Bambio,81.0,0.0,85,0.0,136.0,1.0,41.0,2.0,0.0,0.0,0.0,admis nd,41.0,86.0,47.0,0.0,2,Ouaka
2020-08-05,2020,37,Bambari,0.0,0.0,117,0.0,14.0,0.0,8.0,1.0,21.0,,0.0,"1cte, 2cm",210.0,19.0,34.0,9.0,30,Ouaka
2020-09-14,2020,26,Ouaka,11.0,0.0,90,1.0,50.0,1.0,25.0,0.0,26.0,0.0,2.0,données non désagrégés par zs ni par viv vs décès,107.0,169.0,76.0,0.0,2,Lobaye
2020-09-08,2020,32,Ouham-Pendé,0.0,0.0,56,0.0,70.0,1.0,8.0,0.0,,,0.0,admis nd,86.0,104.0,42.0,7.0,1,Lobaye
2020-07-04,2020,38,Damara,6.0,0.0,27,0.0,75.0,1.0,1.0,0.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,61.0,52.0,4.0,1.0,1,Ouaka
2020-07-04,2020,27,Bambari,0.0,0.0,0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,données non désagrégés par zs,100.0,63.0,62.0,32.0,27,Lobaye
2020-06-13,2020,38,Bambio,0.0,0.0,76,,60.0,0.0,0.0,0.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,110.0,232.0,183.0,18.0,1,Ouaka
2020-08-23,2020,26,Damara,0.0,0.0,145,1.0,33.0,0.0,7.0,4.0,3.0,,0.0,hgr,94.0,18.0,44.0,2.0,4,Lobaye
2020-06-21,2020,37,Damara,1.0,0.0,9,0.0,46.0,0.0,7.0,0.0,13.0,,1.0,données non désagrégés par zs ni par viv vs décès,61.0,60.0,60.0,46.0,7,Lobaye
2020-08-20,2020,37,Ombella-M'Poko,4.0,0.0,56,0.0,14.0,0.0,7.0,0.0,2.0,,3.0,hgr wangata,1.0,361.0,29.0,4.0,4,Lobaye
2020-08-02,2020,38,Damara,0.0,0.0,30,0.0,52.0,6.0,7.0,0.0,9.0,,0.0,données non désagrégés par zs ni par viv vs décès,12.0,54.0,155.0,2.0,1,Lobaye
2020-07-22,2020,37,Vakaga,0.0,0.0,121,1.0,70.0,0.0,7.0,0.0,2.0,,0.0,cte,214.0,69.0,154.0,6.0,1,Lobaye
2020-06-09,2020,28,Ouham,2.0,0.0,15,2.0,17.0,,3.0,0.0,8.0,,0.0,données non désagrégés par zs,29.0,124.0,96.0,12.0,6,Lobaye
2020-08-18,2020,31,Boguila,15.0,0.0,94,0.0,11.0,0.0,2.0,0.0,19.0,,0.0,,124.0,5.0,4.0,0.0,6,Ouaka
2020-07-04,2020,31,Damara,1.0,0.0,129,2.0,6.0,0.0,20.0,2.0,28.0,,,données non désagrégés par zs ni par viv vs décès,263.0,22.0,80.0,9.0,0,Lobaye
2020-09-20,2020,30,Ouham-Pendé,6.0,0.0,24,2.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,"1cte, 2cm",53.0,84.0,20.0,21.0,1,Lobaye
2020-07-17,2020,35,Ouaka,0.0,0.0,17,0.0,1.0,0.0,19.0,0.0,30.0,,,"2cte, 2com",23.0,101.0,107.0,22.0,20,Ouaka
2020-08-03,2020,38,Ombella-M'Poko,0.0,0.0,79,0.0,38.0,0.0,17.0,1.0,0.0,,1.0,admis nd,85.0,60.0,77.0,1.0,2,Lobaye
2020-06-06,2020,39,Ouham-Pendé,0.0,0.0,105,,129.0,0.0,6.0,4.0,0.0,,4.0,cte,51.0,32.0,203.0,38.0,6,Ouaka
2020-07-05,2020,36,Vakaga,23.0,0.0,96,0.0,29.0,1.0,2.0,0.0,0.0,,1.0,données non désagrégés par zs,65.0,602.0,26.0,8.0,3,Ouaka
2020-09-13,2020,29,Bossembélé,3.0,0.0,39,,10.0,1.0,53.0,0.0,7.0,,,"1cte, 2cm",127.0,121.0,9.0,0.0,0,Ouaka
2020-06-20,2020,37,Ombella-M'Poko,0.0,0.0,63,0.0,11.0,0.0,7.0,0.0,31.0,,1.0,cte,7.0,22.0,3.0,38.0,2,Ouaka
2020-08-05,2020,32,Ombella-M'Poko,0.0,0.0,79,,129.0,1.0,19.0,1.0,12.0,0.0,4.0,"1cte, 2cm",1.0,106.0,104.0,17.0,0,Lobaye
2020-08-12,2020,29,Ouaka,0.0,0.0,48,0.0,68.0,0.0,7.0,2.0,1.0,1.0,0.0,hgr,177.0,19.0,88.0,1.0,2,Ouaka
2020-08-15,2020,36,Damara,6.0,0.0,106,1.0,157.0,0.0,3.0,1.0,5.0,,,"2cte, 2com",65.0,11.0,52.0,25.0,4,Lobaye
2020-06-01,2020,34,Ouaka,25.0,0.0,2,,163.0,0.0,0.0,0.0,0.0,,0.0,cte,60.0,57.0,0.0,4.0,3,Ouaka
2020-06-03,2020,33,Bambio,0.0,0.0,105,0.0,0.0,2.0,2.0,0.0,5.0,0.0,,données non désagrégés par zs ni par viv vs décès,70.0,61.0,4.0,40.0,3,Lobaye
2020-06-12,2020,26,Baboua,0.0,0.0,85,0.0,115.0,1.0,5.0,0.0,5.0,,,"1cte, 2cm",84.0,12.0,30.0,0.0,1,Ouaka
2020-06-06,2020,39,Vakaga,0.0,,8,4.0,130.0,1.0,2.0,1.0,12.0,,0.0,données non désagrégés par zs,51.0,121.0,158.0,6.0,4,Ouaka
2020-08-24,2020,32,Damara,0.0,0.0,95,0.0,22.0,0.0,13.0,0.0,32.0,,5.0,,110.0,49.0,32.0,4.0,0,Ouaka
2020-07-31,2020,28,Damara,0.0,0.0,146,1.0,123.0,0.0,28.0,0.0,3.0,,0.0,cte,119.0,27.0,4.0,9.0,9,Lobaye
2020-07-09,2020,31,Ouaka,0.0,0.0,115,0.0,7.0,1.0,48.0,0.0,14.0,,0.0,données non désagrégés par zs,12.0,61.0,46.0,54.0,4,Lobaye
2020-07-14,2020,28,Ombella-M'Poko,1.0,0.0,15,0.0,5.0,0.0,7.0,0.0,1.0,,0.0,données non désagrégés par zs,31.0,5.0,0.0,21.0,12,Ouaka
2020-07-14,2020,26,Ouaka,0.0,,1,0.0,52.0,0.0,6.0,1.0,2.0,,0.0,,23.0,77.0,17.0,14.0,0,Ouaka
2020-07-19,2020,25,Ouham-Pendé,65.0,0.0,82,1.0,115.0,0.0,1.0,0.0,0.0,,0.0,cte,144.0,30.0,1.0,25.0,19,Ouaka
2020-09-16,2020,33,Bossembélé,187.0,0.0,158,1.0,36.0,1.0,2.0,3.0,7.0,,0.0,"1cte, 2cm",47.0,125.0,70.0,4.0,0,Lobaye
2020-06-03,2020,37,Damara,0.0,0.0,21,3.0,15.0,0.0,6.0,3.0,27.0,0.0,,données non désagrégés par zs ni par viv vs décès,18.0,7.0,9.0,0.0,30,Lobaye
2020-07-16,2020,33,Bossembélé,2.0,0.0,34,0.0,3.0,0.0,9.0,2.0,0.0,,0.0,admis nd,2.0,39.0,6.0,4.0,1,Lobaye
2020-09-23,2020,40,Yaloke,0.0,0.0,55,0.0,22.0,0.0,11.0,0.0,10.0,,0.0,données non désagrégés par zs ni par viv vs décès,45.0,55.0,22.0,16.0,7,Ouaka
2020-09-04,2020,32,Bambari,9.0,0.0,78,1.0,91.0,1.0,25.0,4.0,11.0,,1.0,"2cte, 2com",6.0,361.0,73.0,2.0,7,Lobaye
2020-09-12,2020,24,Bangui,0.0,0.0,161,0.0,8.0,0.0,48.0,0.0,11.0,,2.0,données non désagrégés par zs,19.0,145.0,71.0,3.0,0,Ouaka
2020-06-21,2020,29,Yaloke,10.0,0.0,93,1.0,126.0,1.0,4.0,0.0,1.0,0.0,11.0,données non désagrégés par zs ni par viv vs décès,74.0,23.0,16.0,10.0,1,Ouaka
2020-09-03,2020,36,Ouaka,1.0,0.0,73,,18.0,0.0,4.0,0.0,27.0,0.0,0.0,"1cte, 2cm",99.0,31.0,119.0,22.0,1,Ouaka
2020-09-10,2020,28,Bossembélé,33.0,0.0,160,0.0,28.0,1.0,1.0,0.0,15.0,,,hgr,45.0,134.0,51.0,1.0,13,Lobaye
2020-08-20,2020,38,Ouham-Pendé,0.0,0.0,46,0.0,29.0,,2.0,0.0,8.0,,4.0,"1cte, 2cm",23.0,179.0,111.0,10.0,4,Ouaka
2020-07-14,2020,35,Bossembélé,4.0,0.0,120,,80.0,1.0,21.0,0.0,0.0,,0.0,données non désagrégés par zs,59.0,54.0,22.0,4.0,6,Lobaye
2020-09-27,2020,38,Bambari,0.0,0.0,48,5.0,20.0,2.0,19.0,0.0,27.0,,0.0,données non désagrégés par zs,154.0,7.0,42.0,8.0,7,Lobaye
2020-07-16,2020,38,Bambio,0.0,0.0,116,4.0,21.0,0.0,56.0,0.0,0.0,,2.0,"2cte, 2com",52.0,1.0,120.0,2.0,2,Lobaye
2020-08-30,2020,28,Bambari,41.0,0.0,70,1.0,7.0,2.0,22.0,1.0,5.0,,0.0,hgr,78.0,172.0,68.0,21.0,0,Ouaka
2020-08-20,2020,35,Ombella-M'Poko,0.0,0.0,29,0.0,118.0,0.0,3.0,1.0,2.0,,8.0,np,94.0,9.0,23.0,2.0,21,Ouaka
2020-08-14,2020,35,Bambari,0.0,0.0,45,1.0,42.0,2.0,17.0,0.0,7.0,,0.0,np,3.0,82.0,12.0,46.0,1,Ouaka
2020-08-10,2020,38,Bambio,0.0,0.0,39,0.0,204.0,,4.0,0.0,8.0,,2.0,données non désagrégés par zs ni par viv vs décès,179.0,26.0,125.0,1.0,6,Lobaye
2020-09-01,2020,32,Ombella-M'Poko,0.0,0.0,57,0.0,150.0,0.0,21.0,0.0,31.0,1.0,0.0,cte,29.0,98.0,22.0,6.0,7,Lobaye
