ZdS,date,sem_epi,zone_sante,aire_sante,report_viv,report_dc,nlle_viv,nlle_deces,investig_viv,investig_dc,investig_en cours_viv,investig_en cours_dc,non investig_viv,non investig_dc,valid_viv,valid_dc,acheminee_CTE,acheminee_FOSA,acheminee_en_cours,acheminee_refus,AchemineesCTE=vivants valides,total_prelev,ATTENTE_prele,REFUS_prelev,prelev=vivant valide,EDS,swabbe,REFUS_EDS,REFUS_swab,EDS=deces valides,Swab=deces valides,PoE,FOSA,Comm,recu_contact,CTE,Sources=alertes,connu_vivant,connu_deces,nouvelle_totale,total_alerte_viv,total_alerte_deces,total_alerte,total_investigues,valid_tot,%prelev,%invest,%valid
MONIEKA,16/09/2020,25,Ouham,Nola,42.0,0.0,134.0,0.0,0.0,0.0,17,,,,22.0,1.0,,,,0.0,Erreur,1.0,,,OK,,,,,Erreur,OK,0.0,,2.0,,,Erreur,,,0,0,0,11,32,1,0.0,1.0,0.296296296
MBANDAKA,04/08/2020,33,Bozoum,Nola,3.0,0.0,14.0,0.0,16.0,0.0,14,O,,,7.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,,,0.0,Erreur,,,83,139,3,0,64,0,0.1,0.0,0.2
MBANDAKA,11/08/2020,38,Mbaiki,Nola,0.0,0.0,95.0,1.0,31.0,0.0,10,O,,,1.0,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,6.0,0.0,0.0,Erreur,,,127,0,0,0,0,0,0.0,0.692307692,0.169811321
LILANGA-BOBANGI,08/08/2020,37,Bozoum,Nola,1.0,0.0,126.0,0.0,105.0,1.0,21,0,,,29.0,0.0,1.0,,0.0,0.0,OK,,,,OK,,1.0,,,OK,OK,1.0,,,,0.0,Erreur,,,3,154,0,109,0,1,0.0,0.0,
IREBU,02/08/2020,32,Ombella-M'Poko,Nola,38.0,0.0,0.0,0.0,111.0,0.0,24,,,,1.0,0.0,0.0,,0.0,0.0,OK,,,3.0,OK,,,,,OK,Erreur,0.0,0.0,,,0.0,Erreur,,,9,36,0,96,26,3,0.0,1.0,
,17/07/2020,34,Baoro,Nola,0.0,,40.0,0.0,15.0,4.0,,O,,,33.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,14.0,11.0,,,OK,,,21,115,0,7,3,9,0.0,1.0,0.348571429
MAKANZA,02/07/2020,27,Bozoum,Nola,15.0,0.0,24.0,0.0,85.0,1.0,48,O,,,0.0,0.0,0.0,,,0.0,OK,,,,OK,,,,,Erreur,OK,0.0,60.0,,,,Erreur,,,0,63,3,50,125,18,0.0,,0.435897436
BOLENGE,15/09/2020,30,Mbaiki,Nola,20.0,0.0,115.0,0.0,33.0,0.0,17,2,,,33.0,1.0,0.0,,0.0,0.0,Erreur,,,0.0,OK,,,,,OK,Erreur,0.0,23.0,,,,Erreur,,,215,12,0,23,69,9,0.0,0.6,0.0
BOLOMBA,11/08/2020,28,Damara,Nola,11.0,0.0,56.0,3.0,39.0,0.0,3,1,,,3.0,0.0,1.0,,,0.0,Erreur,,,,OK,,,,,OK,Erreur,,70.0,,,,Erreur,,,1,113,0,94,34,49,,,
BOLENGE,17/09/2020,30,Ouham,Nola,0.0,0.0,60.0,3.0,75.0,0.0,8,0,,,11.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,3.0,,,OK,,,9,10,2,82,25,0,0.0,0.891891892,
IREBU,24/06/2020,38,Berberati,Nola,16.0,0.0,69.0,1.0,18.0,1.0,17,1,,,11.0,1.0,0.0,,0.0,0.0,OK,,,,OK,,,,,OK,OK,0.0,8.0,,,,OK,,,9,0,0,69,63,1,0.0,,1.0
LILANGA-BOBANGI,15/06/2020,35,Bozoum,Nola,48.0,0.0,77.0,0.0,53.0,2.0,,O,,,1.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,58.0,,,0.0,Erreur,,,45,105,1,10,44,41,0.0,0.6,0.223021583
MONIEKA,15/08/2020,35,Zémio,Nola,0.0,0.0,87.0,0.0,66.0,,1,2,,,,5.0,0.0,,0.0,0.0,Erreur,,,,OK,,1.0,,,Erreur,OK,16.0,,,,,Erreur,,,16,104,0,59,0,1,,1.0,
LOTUMBE,16/08/2020,38,Ndélé,Nola,513.0,0.0,0.0,0.0,22.0,0.0,17,O,,,2.0,1.0,0.0,,11.0,,Erreur,,,,OK,,,,,OK,Erreur,0.0,138.0,,,,Erreur,,,112,0,1,98,0,21,,1.0,
MONIEKA,06/06/2020,30,Mbaiki,Nola,86.0,0.0,145.0,0.0,139.0,0.0,26,0,,,2.0,1.0,0.0,,0.0,2.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,,20.0,,,Erreur,,,88,115,0,12,30,11,0.0,1.0,0.326732673
BOLENGE,11/06/2020,28,Berberati,Nola,0.0,0.0,126.0,0.0,,2.0,6,,,,15.0,,1.0,,,0.0,OK,,,,Erreur,,,,,Erreur,Erreur,,43.0,,,,OK,,,7,1,0,85,120,8,,1.0,0.314516129
BIKORO,15/06/2020,34,Ombella-M'Poko,Nola,0.0,0.0,0.0,0.0,0.0,1.0,24,1,,,16.0,1.0,,,0.0,0.0,OK,,,,OK,,,,,Erreur,OK,0.0,,0.0,,,OK,,,58,171,1,0,112,8,,0.450704225,
LILANGA-BOBANGI,07/07/2020,38,Bozoum,Nola,5.0,0.0,56.0,0.0,0.0,0.0,24,1,,,8.0,2.0,1.0,,,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,29.0,67.0,,,OK,,,110,0,3,67,68,0,0.0,0.8,1.0
IREBU,15/06/2020,38,Ouham,Nola,0.0,0.0,2.0,0.0,75.0,,,2,,,20.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,66.0,,,0.0,Erreur,,,103,6,5,66,6,10,0.0,1.0,0.649122807
LOLANGA-MAMPOKO,06/06/2020,35,Bozoum,Nola,1.0,0.0,0.0,1.0,0.0,1.0,0,,,,2.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,25.0,3.0,0.0,0.0,Erreur,,,0,34,0,0,0,7,0.0,1.0,
IREBU,09/07/2020,38,Basse-Kotto,Nola,4.0,0.0,,0.0,0.0,0.0,20,1,,,15.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,3.0,0.0,,0.0,OK,,,3,34,0,54,83,1,0.0,,0.180952381
BIKORO,03/08/2020,24,Mbaiki,Nola,0.0,0.0,262.0,1.0,74.0,,24,1,,,1.0,1.0,0.0,,5.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,,,0.0,Erreur,,,112,138,0,0,40,1,0.0,1.0,1.0
BIKORO,06/07/2020,36,Ombella-M'Poko,Nola,0.0,0.0,11.0,0.0,66.0,0.0,1,,,,0.0,0.0,0.0,,0.0,0.0,Erreur,11.0,,,OK,,,,,Erreur,Erreur,0.0,17.0,,,0.0,Erreur,,,85,5,0,0,45,2,0.0,1.0,0.785714286
MONIEKA,22/06/2020,28,Mbaiki,Nola,0.0,0.0,42.0,0.0,37.0,1.0,3,,,,6.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,0.0,,,Erreur,,,214,0,1,0,53,0,0.0,1.0,0.4
BOLENGE,05/07/2020,31,Ouham,Nola,3.0,0.0,4.0,0.0,0.0,1.0,9,0,,,5.0,1.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,,,0.0,Erreur,,,75,88,0,104,30,2,0.0,0.75,0.243902439
NTONDO,24/07/2020,28,Zémio,Nola,0.0,0.0,47.0,0.0,92.0,0.0,48,,,,0.0,3.0,,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,Erreur,0.0,,27.0,,0.0,Erreur,,,63,12,3,0,19,0,0.0,0.252873563,0.293478261
BIKORO,23/09/2020,36,Baoro,Nola,0.0,0.0,60.0,0.0,0.0,1.0,6,1,,,8.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,,0.0,,0.0,Erreur,,,143,18,0,4,140,10,0.0,1.0,0.314516129
IREBU,08/08/2020,38,Berberati,Nola,0.0,0.0,100.0,0.0,0.0,0.0,11,1,,,6.0,0.0,0.0,,0.0,0.0,Erreur,3.0,,,OK,,,,,Erreur,OK,0.0,12.0,,,0.0,Erreur,,,77,0,0,0,37,2,,1.0,0.793103448
DJOMBO,10/08/2020,29,Mbaiki,Nola,0.0,0.0,0.0,0.0,3.0,0.0,11,1,,,31.0,6.0,1.0,,0.0,0.0,OK,,,,OK,,,,,OK,Erreur,16.0,,0.0,,,OK,,,126,57,1,0,0,2,0.0,0.741935484,
WANGATA,07/09/2020,37,Mbaiki,Nola,2.0,0.0,48.0,0.0,34.0,0.0,14,1,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,1.0,0.0,12.0,,0.0,OK,,,29,85,0,86,11,1,,0.977443609,0.34
DJOMBO,21/09/2020,38,Bozoum,Nola,0.0,0.0,81.0,0.0,8.0,0.0,15,2,,,7.0,0.0,0.0,,1.0,0.0,Erreur,15.0,,,Erreur,,,,,Erreur,OK,0.0,,,,0.0,Erreur,,,51,10,5,4,127,34,,,0.328571429
WANGATA,11/08/2020,39,Damara,Nola,0.0,0.0,7.0,0.0,82.0,,10,1,,,31.0,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,OK,OK,,24.0,,,,Erreur,,,63,71,0,8,12,14,0.0,0.968085106,0.666666667
BOMONGO,14/06/2020,34,Damara,Nola,,0.0,37.0,0.0,0.0,1.0,1,2,,,13.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,5.0,,,OK,,,56,95,0,0,48,1,,0.25,0.12244898
,15/09/2020,34,Berberati,Nola,0.0,0.0,0.0,1.0,262.0,1.0,14,O,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,25.0,,,0.0,Erreur,,,57,34,0,17,0,0,,0.904761905,0.403508772
LOLANGA-MAMPOKO,27/06/2020,25,Baoro,Nola,50.0,0.0,21.0,0.0,1.0,0.0,14,,,,1.0,0.0,,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,101.0,,,,OK,,,52,0,1,105,8,1,0.0,1.0,0.535714286
NTONDO,11/07/2020,28,Ouham,Nola,0.0,0.0,44.0,0.0,0.0,2.0,3,,,,0.0,0.0,3.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,77.0,0.0,,0.0,Erreur,,,71,0,0,104,60,29,,0.923076923,
MAKANZA,29/08/2020,24,Ouham,Nola,0.0,,81.0,1.0,,0.0,14,,,,12.0,0.0,4.0,,0.0,,Erreur,,,,OK,,,,,OK,Erreur,0.0,,5.0,,0.0,Erreur,,,0,7,0,24,0,38,0.0,0.93877551,0.441176471
LILANGA-BOBANGI,15/09/2020,31,Ouham,Nola,0.0,0.0,48.0,4.0,41.0,2.0,0,1,,,0.0,0.0,0.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,OK,0.0,,67.0,,,Erreur,,,34,50,0,122,73,2,0.0,0.909836066,0.052631579
LOLANGA-MAMPOKO,07/07/2020,28,Zémio,Nola,0.0,0.0,70.0,1.0,0.0,0.0,9,2,,,2.0,1.0,0.0,,7.0,0.0,Erreur,0.0,,,OK,,,,,OK,Erreur,0.0,,,,0.0,Erreur,,,6,5,5,0,0,0,0.0,1.0,
LOLANGA-MAMPOKO,20/08/2020,38,Zémio,Nola,0.0,0.0,37.0,2.0,119.0,0.0,3,1,,,2.0,0.0,,,1.0,4.0,Erreur,,,,Erreur,,,,,OK,Erreur,,,30.0,,,Erreur,,,76,0,3,0,0,0,0.0,1.0,
MONIEKA,27/07/2020,36,Berberati,Nola,0.0,0.0,76.0,,0.0,1.0,1,1,,,8.0,3.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,,,,,0.0,OK,,,0,1,1,3,126,6,,0.897435897,0.192307692
MONIEKA,20/08/2020,34,Bozoum,Nola,0.0,0.0,37.0,0.0,111.0,0.0,26,1,,,1.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,36.0,0.0,,,Erreur,,,0,28,0,164,190,0,0.0,1.0,0.1
LOTUMBE,05/07/2020,33,Ouham,Nola,0.0,0.0,0.0,0.0,39.0,0.0,,0,,,1.0,0.0,0.0,,7.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,0.0,,,Erreur,,,2,128,0,82,3,21,,0.183333333,
,11/09/2020,30,Bozoum,Nola,0.0,0.0,35.0,,103.0,4.0,,O,,,6.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,0.0,,,Erreur,,,0,84,0,72,113,4,0.0,,0.13253012
IREBU,06/09/2020,34,Bozoum,Nola,0.0,3.0,0.0,3.0,0.0,0.0,2,1,,,0.0,2.0,4.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,0.0,0.0,,0.0,Erreur,,,77,134,0,0,3,6,0.0,1.0,
,22/06/2020,37,Baoro,Nola,0.0,0.0,28.0,2.0,0.0,0.0,11,O,,,14.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,,,0.0,Erreur,,,61,82,0,4,12,12,0.0,1.0,
LUKOLELA,28/07/2020,35,Bozoum,Nola,2.0,0.0,38.0,0.0,16.0,0.0,9,,,,6.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,20.0,,0.0,Erreur,,,4,70,5,2,111,9,,,0.317460317
BOMONGO,07/07/2020,38,Bozoum,Nola,0.0,0.0,6.0,1.0,0.0,0.0,15,O,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,1.0,,,OK,OK,0.0,,39.0,0.0,0.0,Erreur,,,108,129,1,11,9,3,0.0,0.830985915,0.054794521
LUKOLELA,19/09/2020,29,Ouham,Nola,0.0,0.0,29.0,3.0,114.0,1.0,14,,,,3.0,1.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,29.0,,,0.0,Erreur,,,0,0,0,142,22,25,,0.636363636,0.276190476
IREBU,04/06/2020,34,Ouham,Nola,0.0,0.0,44.0,0.0,72.0,0.0,0,1,,,0.0,0.0,1.0,,6.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,24.0,1.0,,0.0,Erreur,,,56,117,1,2,7,0,,,0.073170732
,17/08/2020,38,Ouham,Nola,3.0,0.0,28.0,1.0,0.0,1.0,10,O,,,0.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,,,0.0,OK,,,11,80,1,29,0,2,,1.0,1.0
MONIEKA,10/07/2020,31,Ombella-M'Poko,Nola,0.0,0.0,29.0,0.0,0.0,0.0,6,1,,,105.0,1.0,0.0,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,OK,,,1.0,,0.0,Erreur,,,27,23,0,8,26,0,,,1.0
MBANDAKA,21/09/2020,28,Zémio,Nola,3.0,0.0,126.0,1.0,46.0,6.0,9,,,,18.0,3.0,0.0,,0.0,0.0,Erreur,3.0,,,Erreur,,,,,Erreur,Erreur,,13.0,14.0,,,Erreur,,,45,0,0,141,0,6,,1.0,0.230769231
LOTUMBE,12/07/2020,37,Bozoum,Nola,0.0,3.0,119.0,0.0,76.0,0.0,0,1,,,6.0,0.0,7.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,1.0,130.0,,,Erreur,,,48,0,0,0,0,8,0.0,1.0,0.5
,21/06/2020,25,Ouham,Nola,32.0,0.0,0.0,0.0,50.0,,20,O,,,10.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,6.0,,0.0,Erreur,,,66,0,1,1,2,20,0.0,0.661971831,
MBANDAKA,06/06/2020,31,Ouham,Nola,33.0,0.0,154.0,0.0,66.0,2.0,20,,,,22.0,2.0,,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,0.0,,,Erreur,,,42,0,1,7,183,20,,1.0,0.166666667
NTONDO,03/09/2020,26,Mbaiki,Nola,16.0,0.0,12.0,0.0,47.0,,21,O,,,7.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,,,,OK,,,115,61,3,110,94,2,,0.0,
BOLOMBA,02/09/2020,37,Batangafo,Nola,10.0,0.0,43.0,0.0,0.0,0.0,10,0,,,15.0,4.0,0.0,,,0.0,OK,,,,OK,,,,,Erreur,Erreur,0.0,55.0,,,0.0,Erreur,,,87,115,0,0,45,16,0.0,0.93877551,1.0
MAKANZA,30/08/2020,28,Ouham,Nola,0.0,0.0,6.0,1.0,238.0,0.0,10,2,,,0.0,0.0,0.0,,13.0,,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,1.0,,0.0,Erreur,,,3,97,0,42,0,0,0.0,0.862068966,0.0
LOLANGA-MAMPOKO,04/08/2020,28,Ouham,Nola,38.0,0.0,54.0,0.0,0.0,0.0,17,,,,21.0,1.0,1.0,,7.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,2.0,,,0.0,OK,,,16,82,1,12,42,6,,1.0,0.666666667
MONIEKA,20/07/2020,31,Basse-Kotto,Nola,,,55.0,1.0,,0.0,48,,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,,,0.0,0.0,OK,,,32,28,1,61,56,2,,1.0,0.222222222
MONIEKA,11/09/2020,27,Bozoum,Nola,0.0,0.0,0.0,0.0,79.0,1.0,O,1,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,,,0.0,,,Erreur,,,55,55,3,28,50,9,1.0,,0.146341463
MONIEKA,24/06/2020,35,Mbaiki,Nola,12.0,0.0,161.0,3.0,0.0,0.0,15,O,,,0.0,0.0,0.0,,0.0,0.0,OK,,,,OK,,,,,OK,OK,2.0,,0.0,,0.0,OK,,,15,5,1,2,46,1,0.0,1.0,0.666666667
IREBU,31/08/2020,36,Baoro,Nola,0.0,0.0,72.0,0.0,41.0,0.0,26,1,,,8.0,3.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,43.0,0.0,,,OK,,,207,75,1,98,11,51,,,0.111111111
BOLENGE,12/08/2020,33,Mbaiki,Nola,0.0,0.0,0.0,0.0,98.0,0.0,9,2,,,5.0,0.0,1.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,,,0.0,OK,,,124,5,0,20,85,0,,0.555555556,0.056603774
BIKORO,21/09/2020,28,Bozoum,Nola,3.0,0.0,114.0,0.0,27.0,2.0,6,1,,,15.0,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,18.0,0.0,,0.0,OK,,,60,4,1,52,46,0,0.0,1.0,0.416666667
LOTUMBE,19/09/2020,26,Berberati,Nola,0.0,0.0,68.0,0.0,0.0,0.0,18,1,,,,2.0,4.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,0.0,24.0,35.0,,0.0,Erreur,,,73,264,1,0,0,2,0.0,0.875,1.0
LILANGA-BOBANGI,15/09/2020,39,Mbaiki,Nola,0.0,0.0,73.0,0.0,0.0,0.0,14,,,,9.0,1.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,42.0,5.0,0.0,,Erreur,,,131,0,2,49,0,16,0.0,0.666666667,0.428571429
BOLENGE,02/08/2020,32,Bozoum,Nola,0.0,0.0,21.0,0.0,0.0,0.0,3,,,,17.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,2.0,,,0.0,Erreur,,,3,88,0,141,118,0,,0.857142857,0.255555556
IREBU,16/07/2020,23,Zémio,Nola,0.0,0.0,76.0,2.0,27.0,0.0,24,0,,,55.0,,0.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,51.0,,,0.0,Erreur,,,7,96,0,30,3,4,,1.0,0.27027027
MAKANZA,25/07/2020,28,Ouham,Nola,0.0,0.0,17.0,1.0,0.0,0.0,0,,,,16.0,0.0,0.0,,1.0,,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,2.0,10.0,,,OK,,,69,84,1,37,20,0,,0.2,0.135135135
DJOMBO,28/08/2020,28,Ombella-M'Poko,Nola,0.0,0.0,0.0,0.0,0.0,0.0,6,0,,,38.0,1.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,1.0,Erreur,Erreur,0.0,,,,,Erreur,,,27,171,0,7,75,39,0.0,1.0,
MBANDAKA,03/08/2020,34,Zémio,Nola,0.0,0.0,61.0,0.0,32.0,1.0,26,O,,,19.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,1.0,OK,OK,,0.0,,,,OK,,,47,37,0,153,58,1,0.0,1.0,0.0
LOTUMBE,20/07/2020,29,Zémio,Nola,0.0,0.0,0.0,2.0,132.0,0.0,2,1,,,0.0,0.0,,,0.0,,Erreur,,,,OK,,,,,Erreur,OK,0.0,,1.0,,,Erreur,,,39,84,0,4,38,42,0.0,1.0,0.75
BOMONGO,09/09/2020,37,Bozoum,Nola,0.0,0.0,29.0,0.0,108.0,,6,O,,,6.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,2.0,0.0,,0.0,OK,,,112,37,0,105,45,0,0.0,0.604651163,0.169811321
BOLOMBA,13/09/2020,25,Ouham,Nola,1.0,0.0,173.0,0.0,1.0,0.0,24,,,,16.0,0.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,0.0,,0.0,Erreur,,,59,42,1,32,7,2,0.0,1.0,0.444444444
INGENDE,30/08/2020,35,Damara,Nola,0.0,0.0,29.0,,34.0,1.0,14,2,,,9.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,13.0,,,0.0,OK,,,16,65,2,0,11,6,0.0,1.0,
BOMONGO,28/07/2020,28,Ouham,Nola,0.0,4.0,69.0,0.0,114.0,0.0,15,,,,,0.0,1.0,,0.0,0.0,OK,,,,OK,,,,,OK,Erreur,0.0,,0.0,,0.0,Erreur,,,2,61,0,15,0,0,0.0,1.0,1.0
LILANGA-BOBANGI,30/08/2020,37,Ouham,Nola,0.0,0.0,0.0,0.0,94.0,0.0,6,,,,6.0,,0.0,,0.0,0.0,Erreur,1.0,,,Erreur,,,,,OK,OK,0.0,29.0,,,0.0,Erreur,,,9,22,0,0,131,3,0.0,1.0,
LILANGA-BOBANGI,17/08/2020,37,Bozoum,Nola,6.0,0.0,62.0,2.0,47.0,0.0,18,1,,,,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,0.0,,,Erreur,,,71,90,1,2,2,29,0.0,1.0,0.318181818
IREBU,30/08/2020,27,Basse-Kotto,Nola,0.0,0.0,73.0,0.0,,0.0,11,O,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,34.0,7.0,,,Erreur,,,121,12,1,99,123,10,0.0,1.0,0.545454545
LOLANGA-MAMPOKO,23/09/2020,37,Mbaiki,Nola,0.0,0.0,113.0,0.0,134.0,0.0,3,0,,,11.0,3.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,,,,0.0,Erreur,,,33,85,0,0,0,8,0.0,0.865384615,0.088888889
MONIEKA,13/07/2020,28,Mbaiki,Nola,16.0,0.0,0.0,0.0,9.0,0.0,,1,,,38.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,24.0,2.0,,0.0,Erreur,,,0,153,0,0,126,0,0.0,0.836734694,0.293333333
BOLOMBA,18/06/2020,29,Ombella-M'Poko,Nola,0.0,0.0,3.0,0.0,35.0,1.0,26,O,,,45.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,1.0,,,,,OK,,,51,7,3,0,16,5,0.0,0.351648352,0.555555556
BOLENGE,16/06/2020,24,Baoro,Nola,0.0,0.0,22.0,0.0,24.0,0.0,20,0,,,8.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,,,,Erreur,,,79,0,4,13,136,10,0.0,,0.6
BIKORO,24/09/2020,34,Basse-Kotto,Nola,0.0,0.0,0.0,0.0,128.0,1.0,17,1,,,4.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,0.0,,,OK,,,116,39,0,162,54,23,,1.0,
IREBU,05/06/2020,37,Bozoum,Nola,0.0,0.0,64.0,3.0,82.0,2.0,14,,,,0.0,4.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,6.0,,,Erreur,,,33,0,3,17,132,8,0.0,0.5,0.363636364
BIKORO,12/07/2020,30,Damara,Nola,7.0,0.0,51.0,1.0,0.0,1.0,13,,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,29.0,2.0,,0.0,Erreur,,,0,18,2,22,0,9,0.0,1.0,0.133004926
BOLENGE,28/06/2020,33,Bozoum,Nola,0.0,0.0,49.0,0.0,1.0,0.0,10,2,,,0.0,0.0,0.0,,0.0,1.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,39.0,,,0.0,OK,,,0,0,0,0,31,3,,0.428571429,0.158536585
LOTUMBE,24/07/2020,32,Zémio,Nola,0.0,0.0,0.0,0.0,59.0,,3,0,,,24.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,8.0,0.0,,,OK,,,26,11,0,92,57,2,0.0,1.0,
LOTUMBE,12/09/2020,26,Ouham,Nola,0.0,0.0,3.0,1.0,61.0,1.0,11,,,,3.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,28.0,0.0,0.0,,Erreur,,,99,1,0,0,14,6,0.0,0.564885496,
LILANGA-BOBANGI,05/07/2020,34,Zémio,Nola,0.0,0.0,13.0,,45.0,0.0,48,O,,,8.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,51.0,25.0,0.0,0.0,Erreur,,,0,81,0,105,0,51,,1.0,
BOMONGO,08/08/2020,26,Baoro,Nola,24.0,0.0,0.0,0.0,14.0,0.0,26,O,,,10.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,2.0,,,,0.0,Erreur,,,0,39,1,190,113,0,,0.902439024,0.114285714
BIKORO,05/06/2020,25,Basse-Kotto,Nola,0.0,0.0,,1.0,50.0,,26,1,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,,,,OK,,,0,0,0,43,28,15,0.0,,0.0
MONIEKA,28/08/2020,33,Zémio,Nola,0.0,0.0,32.0,2.0,22.0,0.0,21,O,,,1.0,0.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,15.0,39.0,,,Erreur,,,3,135,0,38,41,11,0.0,,
IREBU,03/09/2020,30,Ombella-M'Poko,Nola,0.0,0.0,12.0,0.0,111.0,0.0,15,1,,,3.0,0.0,4.0,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,OK,,25.0,21.0,,,Erreur,,,142,8,0,137,35,0,,0.565217391,
