X,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior.metropolitana
702.0,Norte,AC,,12,,,,2020-07-24,22,210147125,2046328,211,872.0,1253.0,,,
281.0,Norte,AM,,12,,,,2020-08-27,22,881935,0,282,1436.0,2.0,,,
977.0,Norte,AC,,13,,,,2020-09-12,21,210147125,30638,26928,108536.0,504.0,1321036.0,,
910.0,Norte,AC,,12,,,,2020-05-13,25,881935,4942,0,19.0,11.0,5407498.0,,
658.0,Norte,RO,,76,,,,2020-07-29,18,4144597,18157,0,699.0,614.0,,,
748.0,Norte,AC,,12,,,,2020-11-21,40,1777225,7910,13140,29.0,33.0,,,
566.0,Norte,RO,,11,,,,2020-03-06,42,4144597,0,41857,305.0,863.0,,,
52.0,Norte,AM,,13,,,,2020-08-11,20,1777225,27874,232,0.0,8.0,,397524.0,
284.0,Norte,RO,,11,,,,2020-07-25,22,1777225,0,36,40919.0,10.0,,,
667.0,Brasil,AC,,12,,,,2020-05-08,38,881935,25494,1145,1320.0,15.0,,474328.0,
636.0,Norte,RO,,12,,,,2020-09-03,35,1777225,4624885,31911,1100.0,3.0,,,
22.0,Norte,AC,,12,,,,2020-09-10,12,1777225,63731,322,667.0,3.0,,,
849.0,Norte,RO,,12,,,,2020-06-20,28,1777225,77615,452,1.0,0.0,,,
326.0,Norte,AM,,11,,,,2020-06-22,15,4144597,102124,50230,0.0,497.0,,743334.0,
836.0,Norte,RO,,12,,,,2020-05-23,35,210147125,43,9258,1474.0,10.0,,,
61.0,Norte,,,11,,,,2020-03-09,28,1777225,0,10,0.0,0.0,,474328.0,
73.0,Norte,RO,,11,,,,2020-08-24,37,4144597,121,336,38406.0,614.0,,,
118.0,Norte,AM,,13,,,,2020-08-25,13,210147125,20328,145,0.0,0.0,,,
309.0,Norte,RO,,76,,,,2020-03-22,28,210147125,0,1,4016.0,2.0,,,
66.0,Norte,RO,,12,,,,2020-06-22,14,4144597,433,19951,1474.0,566.0,,,
951.0,Norte,RO,,12,,,,2020-08-13,40,881935,25443,13,3169.0,435.0,,,
937.0,Norte,AC,,76,,,,2020-09-15,43,881935,61683,1140,8.0,819.0,,58573.0,
100.0,Norte,,,12,,,,2020-08-18,18,881935,10099,345,5017.0,5.0,,21670.0,
923.0,Brasil,AC,,12,,,,2020-08-15,12,881935,86944,46712,1.0,1349.0,365063.0,,
950.0,Brasil,AC,,12,,,,2020-10-14,38,881935,14487,0,510.0,1212.0,,,
495.0,Norte,AM,,13,,,,2020-09-14,30,881935,10664,12247,23.0,1.0,,647672.0,
177.0,Norte,AC,,76,,,,2020-05-09,34,4144597,102124,0,93563.0,1.0,,,
639.0,Norte,,,11,,,,2020-04-10,14,210147125,22957,125,2.0,11.0,,781954.0,
928.0,Norte,RO,,12,,,,2020-03-17,46,4144597,6459,6276,172833.0,3.0,55350.0,,
759.0,Norte,,,13,,,,2020-09-10,42,4144597,68393,160,0.0,5.0,,,
730.0,Norte,AM,,11,,,,2020-05-25,17,210147125,27885,793,387.0,1005.0,,,
287.0,Norte,RO,,11,,,,2020-06-09,25,881935,35810,0,460.0,3.0,,,
904.0,Norte,RO,,76,,,,2020-06-16,30,881935,66501,145,72.0,1206.0,,,
167.0,Norte,AC,,13,,,,2020-03-24,40,881935,62697,42619,76688.0,49.0,,,
436.0,Brasil,RO,,13,,,,2020-06-29,35,881935,0,10,69184.0,0.0,,,
792.0,Norte,,,11,,,,2020-08-01,19,210147125,22957,464,10.0,1311.0,,665270.0,
93.0,Norte,,,76,,,,2020-08-16,44,210147125,66783,54,1.0,55.0,,,
169.0,Norte,AC,,76,,,,2020-09-03,19,4144597,22435,1712,164737.0,2.0,,630505.0,
775.0,Norte,AC,,76,,,,2020-08-28,29,1777225,214,1927,1114.0,1.0,,,
717.0,Norte,AC,,13,,,,2020-03-12,21,4144597,69213,242,1491.0,494.0,,,
631.0,Norte,,,13,,,,2020-11-27,29,210147125,6459,103,707.0,3.0,,,
673.0,Norte,AC,,11,,,,2020-05-27,36,4144597,22241,79,11.0,1.0,,,
570.0,Norte,AM,,11,,,,2020-11-22,14,881935,486,1691,60.0,2.0,,427526.0,
781.0,Norte,AM,,13,,,,2020-08-07,44,1777225,18173,108,1429.0,549.0,,,
692.0,Norte,RO,,76,,,,2020-09-11,12,1777225,0,409,840.0,0.0,757462.0,,
455.0,Norte,AM,,11,,,,2020-08-26,19,1777225,59547,291,1312.0,5.0,,,
158.0,Norte,AM,,11,,,,2020-06-28,16,210147125,0,41008,0.0,0.0,,,
649.0,Norte,AM,,11,,,,2020-04-13,19,881935,0,239,201.0,0.0,,,
335.0,Norte,AM,,76,,,,2020-10-20,38,210147125,526447,402,133.0,1156.0,3887199.0,473028.0,
45.0,Norte,AM,,12,,,,2020-11-13,12,210147125,5600,328,1340.0,415.0,79479.0,,
738.0,Norte,AM,,76,,,,2020-07-25,13,210147125,3846153,9,881.0,9.0,,,
432.0,Norte,AC,,12,,,,2020-04-29,31,881935,10099,23,0.0,0.0,2778709.0,,
168.0,Norte,RO,,76,,,,2020-03-21,21,210147125,2962442,111,1421.0,14.0,,,
303.0,Norte,RO,,13,,,,2020-10-01,15,1777225,1335,845,668.0,2.0,,,
309.0,Norte,AM,,12,,,,2020-06-29,37,210147125,74598,229,2199.0,0.0,5432505.0,58573.0,
915.0,Norte,AC,,11,,,,2020-08-09,19,1777225,73040,35294,0.0,2.0,,,
310.0,Norte,AM,,12,,,,2020-05-02,25,210147125,79167,32,1429.0,16.0,,,
294.0,Norte,,,76,,,,2020-10-26,33,4144597,78788,915,5017.0,552.0,,,
864.0,Norte,AC,,13,,,,2020-03-12,10,1777225,0,241,1328.0,14.0,,,
918.0,Norte,RO,,13,,,,2020-06-16,14,4144597,25443,126,647.0,0.0,27655.0,,
913.0,Norte,RO,,11,,,,2020-06-02,21,4144597,19132,32,57070.0,0.0,,,
174.0,Norte,RO,,12,,,,2020-09-27,21,4144597,70350,47784,1736.0,0.0,,19606.0,
878.0,Norte,AM,,13,,,,2020-05-06,48,1777225,19625,0,127464.0,140.0,2615254.0,,
1000.0,Norte,AC,,12,,,,2020-04-26,10,1777225,18173,262,1172.0,10.0,106794.0,268714.0,
358.0,Norte,AM,,12,,,,2020-02-27,46,1777225,73490,5385,674.0,1.0,,,
720.0,Norte,AC,,76,,,,2020-07-24,45,4144597,52849,36303,1187.0,0.0,,208117.0,
526.0,Norte,,,11,,,,2020-10-28,42,1777225,111,66,114744.0,0.0,,,
144.0,Norte,RO,,76,,,,2020-09-11,17,210147125,817,191,0.0,365.0,,,
741.0,Norte,RO,,11,,,,2020-07-24,23,210147125,4927235,10100,1736.0,0.0,,,
146.0,Norte,RO,,13,,,,2020-09-01,21,881935,555383,12342,1125.0,6.0,,,
549.0,Norte,AC,,12,,,,2020-03-09,37,881935,59547,598,2772.0,19.0,,,
737.0,Brasil,AM,,76,,,,2020-08-30,19,210147125,0,35294,237.0,1.0,,174412.0,
195.0,Norte,RO,,76,,,,2020-08-08,15,210147125,34,335,0.0,3.0,,,
306.0,Norte,RO,,76,,,,2020-04-29,30,4144597,84412,369,0.0,0.0,,,
290.0,Norte,,,11,,,,2020-02-27,46,1777225,70350,95,1300.0,18.0,,,
109.0,Norte,AC,,11,,,,2020-09-30,11,1777225,15816,69,561.0,1188.0,,,
,Norte,AC,,76,,,,2020-08-11,24,1777225,3224876,46934,1416.0,0.0,,,
817.0,Norte,RO,,76,,,,2020-08-27,20,881935,4160,127,1.0,456.0,,758474.0,
824.0,Norte,AC,,12,,,,2020-06-22,14,1777225,71351,18,689.0,39.0,4797872.0,,
331.0,Norte,AC,,12,,,,2020-10-21,32,1777225,23921,198,940.0,5.0,,,
863.0,Norte,AC,,13,,,,2020-09-20,15,210147125,25,152,15.0,0.0,649908.0,,
852.0,Norte,,,11,,,,2020-06-02,14,1777225,4455386,296,169183.0,2.0,3945627.0,,
984.0,Norte,AM,,12,,,,2020-10-14,19,210147125,1789,585,1429.0,0.0,,127837.0,
354.0,Norte,AM,,76,,,,2020-03-19,45,4144597,140,251,1289.0,909.0,,,
202.0,Norte,AC,,12,,,,2020-09-03,24,1777225,96463,409,648.0,734.0,,,
810.0,Norte,,,11,,,,2020-11-27,22,210147125,22242,29,5.0,24.0,,635818.0,
732.0,Norte,,,11,,,,2020-10-11,16,210147125,24269,469,675.0,0.0,,508127.0,
274.0,Norte,AM,,13,,,,2020-03-18,25,881935,1,42659,8535.0,48.0,,,
202.0,Norte,RO,,11,,,,2020-04-19,25,881935,3717156,55155,2579.0,0.0,,,
415.0,Norte,RO,,13,,,,2020-05-17,16,881935,6020164,28523,126203.0,309.0,,,
549.0,Norte,RO,,76,,,,2020-07-06,35,881935,145328,16,51271.0,1.0,,,
88.0,Norte,AC,,11,,,,2020-08-15,22,4144597,22957,329,1555.0,5.0,,,
267.0,Norte,,,11,,,,2020-05-16,39,881935,16672,0,0.0,0.0,,,
907.0,Norte,AC,,76,,,,2020-08-19,37,210147125,3012412,187,3.0,0.0,,,
878.0,Norte,AC,,12,,,,2020-10-24,9,4144597,6087608,42725,77.0,956.0,,118436.0,
803.0,Norte,AC,,11,,,,2020-10-05,17,881935,43866,335,353.0,0.0,,794476.0,
283.0,Norte,RO,,12,,,,2020-07-13,36,1777225,14353,291,944.0,0.0,1883677.0,653726.0,
206.0,Norte,AC,,13,,,,2020-09-01,45,1777225,5810652,0,480.0,0.0,,,
693.0,Norte,AM,,13,,,,2020-05-04,9,881935,30962,18508,5.0,26.0,2778709.0,,
525.0,Norte,AC,,76,,,,2020-04-05,32,210147125,3908272,1007,0.0,0.0,211080.0,,
505.0,Norte,RO,,12,,,,2020-09-10,28,1777225,3,674,292.0,0.0,4865930.0,,
889.0,Norte,,,76,,,,2020-09-23,27,881935,36148,0,134935.0,2.0,2356640.0,476759.0,
174.0,Norte,RO,,76,,,,2020-06-12,48,881935,24638,1342,122.0,9.0,94122.0,,
621.0,Norte,AC,,76,,,,2020-06-20,21,210147125,3340197,279,1160.0,1.0,,,
161.0,Norte,AM,,13,,,,2020-08-13,28,881935,21619,33846,3210.0,1272.0,,,
764.0,Norte,AC,,13,,,,2020-09-30,34,1777225,67267,886,1371.0,3.0,4568813.0,,
133.0,Norte,AC,,12,,,,2020-03-19,24,210147125,68393,78,77851.0,0.0,,,
815.0,Norte,AC,,76,,,,2020-08-01,22,210147125,73040,13,590.0,831.0,,,
173.0,Brasil,AC,,12,,,,2020-10-25,23,881935,0,30830,353.0,3.0,,,
776.0,Norte,AC,,11,,,,2020-09-12,36,881935,6072,0,1421.0,48.0,,,
741.0,Norte,,,13,,,,2020-10-28,45,1777225,33976,192,0.0,4.0,,,
73.0,Norte,RO,,11,,,,2020-03-13,34,4144597,29063,176,0.0,3.0,,,
216.0,Norte,AM,,11,,,,2020-04-21,40,1777225,25668,165,1.0,1.0,,,
340.0,Brasil,AM,,76,,,,2020-04-29,15,1777225,5251,1,16792.0,5.0,3317227.0,,
504.0,Brasil,RO,,12,,,,2020-06-14,44,4144597,1396,81,446.0,5.0,,540692.0,
105.0,Brasil,AM,,76,,,,2020-03-03,40,210147125,5945849,285,159477.0,10.0,,525748.0,
555.0,Norte,,,76,,,,2020-09-22,23,881935,223,100,148228.0,5.0,31142.0,,
378.0,Norte,AM,,12,,,,2020-09-11,12,210147125,1884967,1065,153214.0,2.0,,,
682.0,Norte,RO,,76,,,,2020-06-09,13,4144597,17202,40,2.0,0.0,4599446.0,693644.0,
291.0,Norte,AM,,11,,,,2020-11-13,43,881935,175,14,545.0,1.0,34132.0,,
910.0,Norte,RO,,12,,,,2020-08-07,24,1777225,29031,28633,2271.0,3.0,,,
837.0,Norte,AM,,12,,,,2020-05-27,17,210147125,0,212,1328.0,23.0,,,
481.0,Norte,AC,,76,,,,2020-05-01,47,210147125,1966748,749,1305.0,10.0,,,
228.0,Norte,RO,,76,,,,2020-10-05,35,1777225,10278,40,447.0,1253.0,,,
351.0,Norte,AC,,11,,,,2020-11-03,46,1777225,310087,19,76688.0,10.0,,,
731.0,Norte,,,11,,,,2020-11-29,33,1777225,6,54615,436.0,0.0,,,
585.0,Norte,RO,,13,,,,2020-07-12,25,210147125,67,2,153675.0,12.0,,,
492.0,Norte,RO,,13,,,,2020-08-09,17,1777225,5841,1222,34021.0,231.0,4212772.0,,
469.0,Norte,AC,,76,,,,2020-08-07,46,4144597,20913,441,548.0,2.0,,,
649.0,Norte,,,12,,,,2020-09-16,29,881935,0,7218,7.0,4.0,,,
409.0,Norte,AM,,12,,,,2020-08-01,15,881935,41378,0,1180.0,0.0,,,
787.0,Norte,AM,,11,,,,2020-10-22,32,1777225,34246,0,50617.0,1.0,,525748.0,
937.0,Norte,AM,,13,,,,2020-03-21,18,1777225,35810,25,237.0,1.0,,,
979.0,Norte,RO,,12,,,,2020-10-15,33,881935,72,2055,12400.0,0.0,,,
776.0,Norte,AC,,76,,,,2020-06-12,18,4144597,1368195,42223,1.0,4.0,,485258.0,
735.0,Norte,RO,,11,,,,2020-11-19,36,881935,142,0,0.0,5.0,,,
